No. Data Points,Actual,Mira,OSARG,RRab,RRc,RRd,SRV,clasCep,clasOvertoneCep,contactBinary,detachedBinary,dsct,t2Cep,t2RVTau,All
10900 < 11000,RRab,0,0,3,0,0,0,0,0,0,0,0,0,0,3
10900 < 11000,RRc,0,0,0,7,0,0,0,0,0,0,0,0,0,7
1100 < 1200,Mira,96,0,0,0,0,0,0,0,0,0,0,0,0,96
1100 < 1200,OSARG,0,226,0,0,0,21,0,0,0,0,2,0,0,249
1100 < 1200,RRab,0,0,13,1,0,0,0,0,2,0,1,2,0,19
1100 < 1200,RRc,0,0,0,14,1,3,0,0,3,0,0,0,0,21
1100 < 1200,SRV,5,4,0,0,0,165,1,0,0,0,0,2,2,179
1100 < 1200,clasCep,0,0,0,0,0,0,5,0,0,0,0,0,0,5
1100 < 1200,contactBinary,0,0,1,3,0,0,0,1,3,4,0,0,0,12
1100 < 1200,detachedBinary,0,0,1,1,0,0,0,0,1,1,0,0,0,4
1100 < 1200,dsct,0,0,1,2,0,0,0,0,1,0,119,0,0,123
1100 < 1200,t2Cep,0,0,2,0,0,0,0,0,0,2,0,8,0,12
11000 < 11100,RRab,0,0,1,3,0,0,0,0,0,0,0,0,0,4
11000 < 11100,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
11100 < 11200,RRab,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11100 < 11200,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
11200 < 11300,RRab,0,0,5,0,0,0,0,0,0,0,0,0,0,5
11200 < 11300,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
11300 < 11400,RRab,0,0,1,1,0,0,0,0,0,0,0,0,0,2
11300 < 11400,RRc,0,0,2,3,0,0,0,0,0,0,0,0,0,5
11400 < 11500,RRab,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11400 < 11500,RRc,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11500 < 11600,RRab,0,0,1,0,0,0,0,0,0,0,0,1,0,2
11500 < 11600,RRc,0,0,0,3,0,0,0,0,0,0,0,0,0,3
11600 < 11700,RRab,0,0,2,0,0,0,0,0,0,0,0,1,0,3
11600 < 11700,RRc,0,0,0,1,0,1,0,0,0,0,0,0,0,2
11600 < 11700,t2Cep,0,0,0,0,0,2,0,0,0,0,0,1,0,3
11700 < 11800,RRab,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11700 < 11800,RRc,0,0,1,6,0,0,0,0,0,0,0,1,0,8
11700 < 11800,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
11800 < 11900,RRab,0,0,4,0,0,0,0,0,0,0,0,0,1,5
11800 < 11900,RRc,0,1,0,2,0,0,0,0,0,0,0,0,0,3
11900 < 12000,RRab,0,0,3,1,0,0,0,0,0,0,0,2,0,6
1200 < 1300,Mira,67,2,0,0,0,0,0,0,0,0,0,0,0,69
1200 < 1300,OSARG,0,75,0,0,0,12,0,0,0,1,1,0,0,89
1200 < 1300,RRab,0,0,8,2,0,0,1,0,3,0,0,1,0,15
1200 < 1300,RRc,0,0,0,8,1,0,0,0,1,0,0,0,0,10
1200 < 1300,RRd,0,0,0,0,3,0,0,0,0,0,0,0,0,3
1200 < 1300,SRV,0,1,0,0,0,56,0,0,0,0,0,1,1,59
1200 < 1300,contactBinary,0,0,0,0,0,0,0,0,10,7,0,0,0,17
1200 < 1300,detachedBinary,0,0,1,0,0,1,0,0,4,4,0,0,0,10
1200 < 1300,dsct,0,0,0,0,0,0,0,2,2,0,74,0,0,78
1200 < 1300,t2Cep,0,0,0,0,0,0,0,0,0,0,0,9,0,9
1200 < 1300,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
12000 < 12100,RRab,0,0,4,0,0,0,0,0,0,0,0,0,0,4
12000 < 12100,RRc,0,0,2,8,1,0,0,0,0,0,0,0,0,11
12100 < 12200,RRab,0,0,4,1,0,1,0,0,0,0,0,0,0,6
12100 < 12200,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
12200 < 12300,RRab,0,0,8,0,1,0,0,0,0,0,0,0,0,9
12200 < 12300,RRc,0,0,0,7,0,0,0,0,0,0,0,0,0,7
12300 < 12400,RRab,0,0,2,0,0,0,0,0,1,0,0,1,0,4
12300 < 12400,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
12400 < 12500,RRab,0,0,0,2,4,0,0,0,0,0,0,0,0,6
12400 < 12500,RRc,0,0,0,9,0,0,0,0,0,0,0,0,0,9
12400 < 12500,RRd,0,0,0,0,3,0,0,0,0,0,0,0,0,3
12500 < 12600,RRab,0,0,9,0,0,0,0,0,0,0,0,0,0,9
12500 < 12600,RRc,0,0,0,17,0,2,0,0,0,0,0,2,0,21
12600 < 12700,RRab,0,0,19,2,1,1,0,0,0,0,0,0,0,23
12600 < 12700,RRc,0,1,0,32,0,0,0,0,0,0,0,3,0,36
12600 < 12700,t2Cep,0,0,0,0,0,0,0,0,0,0,0,9,0,9
12700 < 12800,RRab,0,0,85,12,3,0,0,0,0,0,0,3,0,103
12700 < 12800,RRc,0,0,5,117,6,0,0,0,0,0,0,1,0,129
12700 < 12800,RRd,0,0,0,0,6,0,0,0,0,0,0,0,0,6
12700 < 12800,clasCep,0,0,1,0,0,0,2,0,0,0,0,0,0,3
12700 < 12800,t2Cep,0,0,3,0,0,0,0,0,0,0,0,9,0,12
12800 < 12900,RRab,0,0,5,0,0,0,0,0,0,0,0,1,0,6
12800 < 12900,contactBinary,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12900 < 13000,RRab,0,0,1,0,0,0,0,0,0,0,0,1,0,2
12900 < 13000,RRc,0,0,0,5,0,0,0,0,0,0,0,0,0,5
1300 < 1400,Mira,637,0,0,0,0,5,0,0,0,0,0,0,0,642
1300 < 1400,OSARG,0,634,0,0,0,90,0,0,0,0,1,0,0,725
1300 < 1400,RRab,0,0,22,7,1,0,1,0,1,0,0,1,0,33
1300 < 1400,RRc,0,0,6,42,0,0,0,0,2,0,0,0,0,50
1300 < 1400,SRV,24,41,0,0,0,724,0,0,0,0,0,0,0,789
1300 < 1400,clasOvertoneCep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1300 < 1400,contactBinary,0,0,0,0,0,0,0,0,49,12,0,0,0,61
1300 < 1400,detachedBinary,0,0,0,0,0,0,0,0,15,47,0,1,0,63
1300 < 1400,dsct,0,0,0,0,0,0,0,0,3,0,48,0,0,51
1300 < 1400,t2Cep,0,0,0,0,0,0,0,0,0,0,0,8,0,8
1300 < 1400,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,6,6
13000 < 13100,RRab,0,0,4,1,0,0,0,0,0,0,0,0,0,5
13000 < 13100,RRc,0,0,2,3,0,0,0,0,0,0,0,0,0,5
13100 < 13200,RRab,0,0,14,1,0,2,0,0,1,0,0,1,1,20
13100 < 13200,RRc,0,0,3,20,0,0,0,0,0,0,0,2,0,25
13100 < 13200,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
13200 < 13300,RRab,0,0,5,0,0,0,0,0,2,0,0,1,0,8
13200 < 13300,RRc,0,0,0,6,0,0,0,0,0,0,0,0,0,6
13200 < 13300,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
13300 < 13400,RRab,0,0,5,1,0,0,0,0,0,0,0,1,0,7
13300 < 13400,RRc,0,0,0,1,0,0,0,0,0,0,0,1,0,2
13400 < 13500,RRab,0,0,1,1,0,1,0,0,3,0,0,0,0,6
13400 < 13500,RRc,0,0,0,8,2,1,0,0,0,0,0,0,0,11
13400 < 13500,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
13500 < 13600,RRab,0,0,3,0,0,0,0,0,1,0,0,2,0,6
13500 < 13600,RRc,0,0,0,11,0,0,0,0,0,0,0,1,0,12
13500 < 13600,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
13600 < 13700,RRab,0,0,12,1,2,0,0,0,0,0,0,1,0,16
13600 < 13700,RRc,0,0,0,9,2,0,0,0,0,0,0,0,0,11
13600 < 13700,t2Cep,0,0,0,0,0,0,0,0,0,0,0,6,0,6
13700 < 13800,RRab,0,0,45,5,0,0,0,0,0,0,0,0,0,50
13700 < 13800,RRc,0,0,2,31,0,0,0,0,0,0,0,4,0,37
13700 < 13800,RRd,0,0,0,0,3,0,0,0,0,0,0,0,0,3
13700 < 13800,t2Cep,0,0,0,0,0,0,0,0,0,0,0,12,0,12
13800 < 13900,RRab,0,0,217,39,0,0,0,0,1,1,0,5,0,263
13800 < 13900,RRc,0,0,21,209,2,0,0,0,1,0,0,2,0,235
13800 < 13900,RRd,0,0,0,0,15,0,0,0,0,0,0,0,0,15
13800 < 13900,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,0,0,3
13800 < 13900,t2Cep,0,0,0,0,2,0,0,0,0,0,0,88,0,90
13800 < 13900,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,3,3,6
13900 < 14000,RRab,0,0,4,0,0,0,0,0,0,0,0,0,0,4
13900 < 14000,RRc,0,0,1,1,0,0,0,0,0,0,0,0,0,2
13900 < 14000,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1400 < 1500,Mira,459,2,0,0,0,1,0,0,0,0,0,0,0,462
1400 < 1500,OSARG,0,745,0,0,0,69,0,0,0,0,0,0,0,814
1400 < 1500,RRab,0,0,87,16,0,0,0,2,3,0,0,1,0,109
1400 < 1500,RRc,0,0,6,110,3,0,0,0,3,0,0,0,0,122
1400 < 1500,RRd,0,0,0,0,9,0,0,0,0,0,0,0,0,9
1400 < 1500,SRV,8,24,0,0,0,646,0,0,0,0,0,0,0,678
1400 < 1500,contactBinary,0,0,0,4,0,0,0,0,139,154,0,0,0,297
1400 < 1500,detachedBinary,0,1,0,1,1,0,0,0,48,308,0,5,0,364
1400 < 1500,dsct,0,0,0,0,0,0,0,0,0,0,48,0,0,48
1400 < 1500,t2Cep,0,0,2,0,0,0,0,0,0,0,0,10,0,12
1400 < 1500,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
14000 < 14100,RRab,0,0,4,0,0,0,0,0,0,0,0,0,0,4
14100 < 14200,RRab,0,0,1,0,0,0,0,0,0,0,0,2,1,4
14200 < 14300,RRab,0,0,3,0,0,0,0,0,0,0,0,2,0,5
14200 < 14300,RRc,0,0,1,6,0,0,0,0,0,0,0,0,0,7
14200 < 14300,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
14300 < 14400,RRab,0,0,0,0,0,0,0,0,0,0,0,2,0,2
14300 < 14400,RRc,0,0,1,4,0,0,0,0,0,0,0,2,0,7
14400 < 14500,RRab,0,0,2,1,0,0,0,0,0,0,0,3,0,6
14400 < 14500,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
14400 < 14500,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
14500 < 14600,RRab,0,0,1,2,0,0,0,0,0,0,0,2,0,5
14500 < 14600,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
14500 < 14600,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
14500 < 14600,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
14600 < 14700,RRab,0,0,7,1,0,0,0,0,0,0,0,1,0,9
14600 < 14700,RRc,0,0,2,3,0,0,0,0,1,0,0,0,0,6
14600 < 14700,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
14700 < 14800,RRab,0,0,4,0,0,0,0,0,0,0,0,0,0,4
14700 < 14800,RRc,0,0,1,10,0,0,0,0,0,0,0,0,0,11
14800 < 14900,RRab,0,0,25,2,0,0,0,0,0,0,0,0,0,27
14800 < 14900,RRc,0,0,0,23,0,0,0,0,0,0,0,1,0,24
14800 < 14900,t2Cep,0,0,0,0,0,0,0,0,0,0,0,3,0,3
14900 < 15000,RRab,0,0,119,8,0,0,0,0,0,0,0,10,0,137
14900 < 15000,RRc,0,0,3,140,0,0,0,0,0,0,0,0,0,143
14900 < 15000,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,0,0,3
14900 < 15000,t2Cep,0,0,0,0,0,0,0,0,0,0,0,24,0,24
1500 < 1600,Mira,24,0,0,0,0,0,0,0,0,0,0,0,0,24
1500 < 1600,OSARG,0,18,0,0,0,0,0,0,1,1,1,1,0,22
1500 < 1600,RRab,0,0,166,25,4,0,0,1,3,1,0,3,0,203
1500 < 1600,RRc,0,0,6,267,4,0,0,2,4,1,0,3,0,287
1500 < 1600,RRd,0,0,0,3,12,0,0,0,0,0,0,0,0,15
1500 < 1600,SRV,1,3,0,0,0,18,0,0,0,0,0,2,0,24
1500 < 1600,clasCep,0,0,0,3,0,0,0,0,0,0,0,0,0,3
1500 < 1600,contactBinary,0,0,1,0,0,0,0,0,2,0,0,1,0,4
1500 < 1600,detachedBinary,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1500 < 1600,dsct,0,0,0,0,0,0,0,0,1,0,35,0,0,36
1500 < 1600,t2Cep,0,0,2,0,0,0,0,0,1,0,0,39,0,42
1500 < 1600,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,9,9
15000 < 15100,RRab,0,0,19,1,0,0,0,0,0,0,0,0,0,20
15000 < 15100,RRc,0,0,0,11,0,0,0,0,0,0,0,0,0,11
15000 < 15100,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,0,0,3
15000 < 15100,t2Cep,0,0,0,0,0,0,0,0,0,0,0,9,0,9
15000 < 15100,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1600 < 1700,Mira,29,0,0,0,0,0,0,0,0,0,1,0,0,30
1600 < 1700,OSARG,0,45,0,0,0,9,0,0,0,0,0,0,0,54
1600 < 1700,RRab,0,1,166,26,2,0,0,0,15,4,0,2,0,216
1600 < 1700,RRc,0,0,6,185,9,0,0,0,16,7,0,2,0,225
1600 < 1700,RRd,0,0,0,1,17,0,0,0,0,0,0,0,0,18
1600 < 1700,SRV,4,0,0,0,0,32,0,0,0,0,0,0,0,36
1600 < 1700,clasOvertoneCep,0,0,0,0,0,0,0,3,1,2,0,0,0,6
1600 < 1700,detachedBinary,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1600 < 1700,dsct,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1600 < 1700,t2Cep,0,0,5,0,0,0,0,0,3,0,0,19,0,27
1600 < 1700,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1700 < 1800,Mira,111,0,0,0,0,0,0,0,0,0,0,0,0,111
1700 < 1800,OSARG,0,215,0,0,0,21,0,0,0,0,3,0,0,239
1700 < 1800,RRab,0,0,113,13,0,0,0,0,6,0,0,8,0,140
1700 < 1800,RRc,0,0,9,148,13,0,0,1,3,0,0,2,0,176
1700 < 1800,RRd,0,0,0,0,9,0,0,0,0,0,0,0,0,9
1700 < 1800,SRV,4,16,0,0,0,170,0,0,0,0,0,0,0,190
1700 < 1800,clasOvertoneCep,0,0,1,3,0,0,0,5,0,0,0,0,0,9
1700 < 1800,detachedBinary,0,0,0,0,0,0,0,0,0,3,0,0,0,3
1700 < 1800,dsct,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1700 < 1800,t2Cep,0,0,1,0,0,0,0,0,0,0,0,24,2,27
1700 < 1800,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1800 < 1900,Mira,18,0,0,0,0,0,0,0,0,0,0,0,0,18
1800 < 1900,OSARG,0,37,0,1,0,4,0,0,0,0,1,0,0,43
1800 < 1900,RRab,0,1,146,35,2,0,0,0,14,1,0,8,0,207
1800 < 1900,RRc,0,0,15,176,5,0,0,0,3,3,0,3,0,205
1800 < 1900,RRd,0,0,0,0,6,0,0,0,0,0,0,0,0,6
1800 < 1900,SRV,1,3,0,0,0,30,0,0,0,0,0,0,0,34
1800 < 1900,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,0,0,3
1800 < 1900,detachedBinary,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1800 < 1900,dsct,0,0,0,2,0,0,0,0,0,0,1,0,0,3
1800 < 1900,t2Cep,0,0,3,0,1,0,0,0,0,0,0,29,0,33
1800 < 1900,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,12,12
1900 < 2000,Mira,13,2,0,0,0,0,0,0,0,0,0,0,0,15
1900 < 2000,OSARG,0,17,0,0,0,0,0,0,0,0,1,0,0,18
1900 < 2000,RRab,0,0,326,60,13,0,0,0,1,0,0,8,0,408
1900 < 2000,RRc,0,0,23,422,20,0,0,0,1,1,0,15,0,482
1900 < 2000,RRd,0,0,0,0,36,0,0,0,0,0,0,0,0,36
1900 < 2000,SRV,0,4,0,0,0,7,0,0,0,0,0,0,0,11
1900 < 2000,clasCep,0,0,3,4,0,0,0,0,0,0,0,2,0,9
1900 < 2000,dsct,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1900 < 2000,t2Cep,0,0,6,0,0,0,0,0,0,0,0,66,0,72
1900 < 2000,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,24,24
200 < 300,Mira,3512,1,9,0,0,25,19,0,29,2,1,87,201,3886
200 < 300,OSARG,0,685,0,0,0,134,0,3,11,1,0,6,0,840
200 < 300,RRab,45,100,842,63,22,69,1302,92,1450,11,5,1921,61,5983
200 < 300,RRc,21,20,213,461,14,6,458,122,4036,20,5,970,4,6350
200 < 300,RRd,2,13,79,3,26,8,105,21,130,3,0,182,14,586
200 < 300,SRV,217,188,11,3,0,1492,42,69,836,41,3,630,201,3733
200 < 300,clasCep,3,2,1,2,2,5,513,63,57,0,0,35,4,687
200 < 300,clasOvertoneCep,0,0,2,3,0,3,9,353,40,2,0,0,0,412
200 < 300,contactBinary,16,12,18,17,3,4,28,56,6257,436,6,135,13,7001
200 < 300,detachedBinary,36,29,6,3,0,6,9,19,2996,2485,2,34,16,5641
200 < 300,dsct,9,105,124,36,33,4,306,338,2560,54,28,281,7,3885
200 < 300,t2Cep,1,0,10,5,0,7,22,2,97,7,0,548,6,705
200 < 300,t2RVTau,0,0,0,0,0,0,0,0,3,0,0,2,109,114
2000 < 2100,Mira,13,0,0,0,0,2,0,0,0,0,0,0,0,15
2000 < 2100,OSARG,0,4,0,0,0,1,0,0,1,0,0,0,0,6
2000 < 2100,RRab,0,0,54,9,3,0,0,0,1,0,0,1,0,68
2000 < 2100,RRc,0,0,4,67,1,0,0,0,1,0,0,3,0,76
2000 < 2100,RRd,0,0,0,0,6,0,0,0,0,0,0,0,0,6
2000 < 2100,SRV,0,3,0,0,0,3,0,0,0,0,0,0,1,7
2000 < 2100,contactBinary,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2000 < 2100,detachedBinary,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2000 < 2100,dsct,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2000 < 2100,t2Cep,0,0,0,0,0,0,0,0,0,0,0,9,0,9
2000 < 2100,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2100 < 2200,Mira,24,2,0,0,0,0,0,0,4,0,0,0,0,30
2100 < 2200,OSARG,0,6,0,0,0,1,0,0,0,1,0,0,0,8
2100 < 2200,RRab,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2100 < 2200,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2100 < 2200,SRV,0,2,0,0,0,3,0,0,0,1,0,0,0,6
2100 < 2200,detachedBinary,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2100 < 2200,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2200 < 2300,Mira,20,0,0,0,0,2,0,0,0,0,0,0,2,24
2200 < 2300,OSARG,0,14,0,0,0,3,0,0,0,1,0,0,0,18
2200 < 2300,RRc,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2200 < 2300,SRV,0,8,0,0,0,6,0,0,0,0,0,0,0,14
2300 < 2400,Mira,90,4,0,0,0,50,0,0,3,0,0,0,0,147
2300 < 2400,OSARG,3,125,0,0,0,132,0,0,0,0,0,0,0,260
2300 < 2400,RRab,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2300 < 2400,RRc,0,0,0,8,0,0,0,1,0,0,0,0,0,9
2300 < 2400,SRV,12,41,0,0,0,196,0,0,0,0,0,0,0,249
2300 < 2400,clasCep,1,0,0,0,0,0,2,0,0,0,0,0,0,3
2300 < 2400,detachedBinary,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2400 < 2500,Mira,6,0,0,0,0,0,0,0,0,0,0,0,0,6
2400 < 2500,OSARG,0,6,0,0,0,0,0,0,0,0,0,0,0,6
2400 < 2500,RRab,0,0,6,0,0,0,0,0,0,0,0,0,0,6
2400 < 2500,RRc,0,0,0,4,0,0,0,0,0,0,0,0,0,4
2400 < 2500,SRV,0,1,0,0,0,4,0,0,0,0,0,0,0,5
2400 < 2500,detachedBinary,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2500 < 2600,Mira,6,0,0,0,0,0,0,0,0,0,0,0,0,6
2500 < 2600,OSARG,0,14,0,0,0,1,0,0,0,0,0,0,0,15
2500 < 2600,RRab,0,0,5,0,0,0,0,0,0,0,0,0,0,5
2500 < 2600,RRc,0,0,0,4,0,0,0,0,0,0,0,0,0,4
2500 < 2600,SRV,0,5,0,1,0,12,0,0,0,0,0,0,0,18
2500 < 2600,contactBinary,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2500 < 2600,detachedBinary,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2600 < 2700,Mira,24,0,0,0,0,0,0,0,0,0,0,0,0,24
2600 < 2700,OSARG,0,40,0,0,0,5,0,0,0,0,0,0,0,45
2600 < 2700,RRab,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2600 < 2700,SRV,0,0,0,0,0,22,0,0,0,0,0,0,0,22
2600 < 2700,contactBinary,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2600 < 2700,detachedBinary,0,0,0,0,0,0,0,0,2,1,0,0,0,3
2600 < 2700,t2Cep,0,0,0,0,0,0,0,0,0,1,0,2,0,3
2600 < 2700,t2RVTau,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2700 < 2800,Mira,330,0,0,0,0,0,0,0,0,0,0,0,0,330
2700 < 2800,OSARG,0,496,0,0,0,52,0,0,0,0,0,0,0,548
2700 < 2800,RRab,0,0,6,0,0,0,0,0,0,0,0,1,0,7
2700 < 2800,RRc,0,0,0,4,0,0,0,0,0,0,0,1,0,5
2700 < 2800,SRV,9,69,0,0,0,371,0,0,0,0,0,0,0,449
2700 < 2800,contactBinary,0,0,1,0,0,0,0,0,2,0,0,0,0,3
2700 < 2800,detachedBinary,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2800 < 2900,Mira,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2800 < 2900,OSARG,0,12,0,0,0,1,0,0,0,0,0,0,0,13
2800 < 2900,RRab,0,0,3,1,1,0,0,0,0,0,0,0,0,5
2800 < 2900,RRc,0,0,1,2,0,0,0,0,0,0,0,0,0,3
2800 < 2900,SRV,0,1,0,0,0,6,0,0,0,0,0,0,0,7
2800 < 2900,contactBinary,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2800 < 2900,detachedBinary,0,0,0,0,0,0,0,0,1,3,0,0,0,4
2900 < 3000,Mira,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2900 < 3000,OSARG,0,67,0,0,0,7,0,0,0,0,0,0,0,74
2900 < 3000,RRab,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2900 < 3000,RRc,0,0,0,2,1,0,0,0,0,0,0,0,0,3
2900 < 3000,SRV,0,3,0,0,0,46,0,0,0,0,0,0,0,49
2900 < 3000,detachedBinary,0,0,0,0,0,0,0,0,2,1,0,0,0,3
