No. Data Points,Actual,Mira,OSARG,RRab,RRc,SRV,clasCep,clasOvertoneCep,contactBinary,detachedBinary,t2Cep,t2RVTau,All
4000 < 4100,RRc,0,0,0,6,0,0,0,0,0,0,0,6
4000 < 4100,contactBinary,0,0,2,0,0,0,0,1,0,0,0,3
4000 < 4100,detachedBinary,0,0,3,0,0,0,0,1,4,0,0,8
4100 < 4200,RRab,0,0,2,0,0,0,0,0,0,0,0,2
4100 < 4200,RRc,0,0,2,2,0,0,0,0,0,0,0,4
4100 < 4200,contactBinary,0,0,0,0,0,0,0,3,1,0,0,4
4100 < 4200,detachedBinary,0,0,1,0,0,0,0,7,6,2,0,16
4100 < 4200,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
4200 < 4300,RRab,0,0,2,0,0,0,0,0,0,0,0,2
4200 < 4300,RRc,0,0,0,1,0,0,0,0,0,0,0,1
4200 < 4300,contactBinary,0,0,1,1,0,0,0,5,2,1,0,10
4200 < 4300,detachedBinary,0,0,1,0,0,0,0,5,8,2,0,16
4300 < 4400,RRab,0,0,3,1,0,0,0,0,0,0,0,4
4300 < 4400,RRc,0,0,0,3,0,0,0,0,0,1,0,4
4300 < 4400,contactBinary,0,0,3,0,0,0,0,3,0,2,0,8
4300 < 4400,detachedBinary,0,0,3,0,0,0,0,5,7,3,0,18
4300 < 4400,t2Cep,0,0,0,0,0,0,0,0,0,0,3,3
4400 < 4500,RRab,0,0,2,0,0,0,0,0,0,0,0,2
4400 < 4500,RRc,0,0,0,11,0,0,0,0,0,0,0,11
4400 < 4500,contactBinary,0,0,1,3,0,0,0,21,1,3,0,29
4400 < 4500,detachedBinary,0,0,6,1,0,0,0,14,15,0,0,36
4500 < 4600,RRab,0,0,7,0,0,0,0,0,0,1,0,8
4500 < 4600,RRc,0,0,0,10,0,0,0,1,0,0,0,11
4500 < 4600,contactBinary,0,0,1,3,0,0,0,15,1,3,0,23
4500 < 4600,detachedBinary,1,0,5,0,0,0,0,22,20,2,0,50
4500 < 4600,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
4600 < 4700,RRab,0,0,2,0,0,0,0,0,0,0,0,2
4600 < 4700,RRc,0,0,0,1,0,0,0,0,0,0,0,1
4600 < 4700,contactBinary,0,0,3,0,0,0,0,18,7,6,0,34
4600 < 4700,detachedBinary,0,0,0,4,0,0,0,30,30,4,0,68
4700 < 4800,RRab,0,0,1,0,0,0,0,0,0,0,0,1
4700 < 4800,RRc,0,0,0,13,0,0,0,0,0,0,0,13
4700 < 4800,contactBinary,0,0,3,2,0,0,0,144,17,2,0,168
4700 < 4800,detachedBinary,0,0,1,1,0,0,0,98,106,1,1,208
4800 < 4900,RRab,0,0,4,0,0,0,0,0,0,1,0,5
4800 < 4900,RRc,0,0,0,4,0,0,0,0,0,0,0,4
4800 < 4900,contactBinary,0,0,1,0,0,0,0,257,15,6,0,279
4800 < 4900,detachedBinary,0,0,0,1,0,0,0,145,180,6,1,333
4800 < 4900,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
4900 < 5000,RRab,0,1,4,2,0,0,0,0,0,1,0,8
4900 < 5000,RRc,0,0,1,4,0,0,0,0,0,0,0,5
4900 < 5000,contactBinary,0,0,0,1,0,0,0,0,0,0,0,1
4900 < 5000,t2Cep,0,0,0,0,0,0,0,0,0,6,0,6
500 < 600,Mira,509,0,3,0,1,4,0,2,2,55,53,629
500 < 600,OSARG,0,292,0,1,24,0,0,1,3,0,0,321
500 < 600,RRab,0,0,866,126,0,234,7,84,1,227,3,1548
500 < 600,RRc,0,4,186,792,0,110,23,208,8,173,8,1512
500 < 600,SRV,22,23,21,2,296,3,8,24,20,36,3,458
500 < 600,clasCep,0,0,7,4,0,179,21,0,0,8,0,219
500 < 600,clasOvertoneCep,0,0,0,13,0,8,240,0,0,0,0,261
500 < 600,contactBinary,0,1,45,61,0,21,33,3205,116,95,1,3578
500 < 600,detachedBinary,0,8,11,19,3,1,6,1425,1889,16,3,3381
500 < 600,t2Cep,0,0,3,5,0,0,0,0,0,203,0,211
500 < 600,t2RVTau,0,0,0,0,0,0,0,0,0,3,24,27
5000 < 5100,RRab,0,0,2,1,0,0,0,0,0,0,0,3
5000 < 5100,RRc,0,0,0,12,0,0,0,0,0,0,0,12
5000 < 5100,t2Cep,0,0,0,0,0,0,0,0,0,6,0,6
5100 < 5200,RRab,0,0,6,1,0,0,0,0,0,0,0,7
5100 < 5200,RRc,0,0,0,12,0,0,0,0,0,1,0,13
5200 < 5300,RRab,0,0,5,1,0,0,0,0,0,0,0,6
5200 < 5300,RRc,0,0,1,9,0,0,0,1,0,0,0,11
5200 < 5300,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
5300 < 5400,RRab,0,0,12,2,0,0,0,0,0,1,0,15
5300 < 5400,RRc,0,0,1,12,0,0,0,0,0,0,0,13
5400 < 5500,RRab,0,0,21,1,0,0,0,0,0,0,0,22
5400 < 5500,RRc,0,0,2,19,0,0,0,0,0,0,0,21
5500 < 5600,RRab,0,0,13,1,0,0,0,0,0,3,0,17
5500 < 5600,RRc,0,0,0,28,0,0,0,0,0,0,0,28
5500 < 5600,t2Cep,0,0,0,0,0,0,0,0,0,6,0,6
5500 < 5600,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
5600 < 5700,RRab,0,0,26,1,0,0,0,0,0,1,0,28
5600 < 5700,RRc,0,0,1,35,0,0,0,0,0,0,0,36
5600 < 5700,t2Cep,0,0,0,0,0,0,0,0,0,6,0,6
5700 < 5800,RRab,0,0,45,8,0,0,0,0,1,3,0,57
5700 < 5800,RRc,0,0,3,49,0,0,0,2,0,1,0,55
5700 < 5800,t2Cep,0,0,0,0,0,0,0,0,0,9,0,9
5800 < 5900,RRab,0,0,140,9,0,0,0,1,0,8,0,158
5800 < 5900,RRc,0,0,5,160,0,0,0,6,3,0,0,174
5800 < 5900,clasCep,0,0,4,0,0,2,0,0,0,0,0,6
5800 < 5900,t2Cep,0,0,0,0,0,0,0,0,1,32,0,33
5800 < 5900,t2RVTau,0,0,0,0,0,0,0,0,0,0,9,9
5900 < 6000,RRab,0,0,146,20,0,0,0,1,0,6,0,173
5900 < 6000,RRc,0,0,17,207,0,0,0,0,0,0,0,224
5900 < 6000,clasCep,0,0,3,0,0,0,0,0,0,0,0,3
5900 < 6000,t2Cep,0,0,0,0,0,0,0,0,0,36,0,36
5900 < 6000,t2RVTau,0,0,0,0,0,0,0,0,0,0,15,15
600 < 700,Mira,474,0,2,0,0,0,0,2,1,22,19,520
600 < 700,OSARG,0,654,0,0,63,0,1,0,0,1,1,720
600 < 700,RRab,0,2,986,168,0,70,3,31,0,225,1,1486
600 < 700,RRc,0,0,108,1105,0,48,19,49,7,80,1,1417
600 < 700,SRV,8,29,2,2,561,1,13,3,4,13,1,637
600 < 700,clasCep,0,0,8,0,0,2057,214,0,0,6,0,2285
600 < 700,clasOvertoneCep,0,0,0,9,0,54,1736,0,0,0,0,1799
600 < 700,contactBinary,1,3,20,27,0,14,33,1095,56,38,0,1287
600 < 700,detachedBinary,1,5,5,1,2,0,4,479,713,10,1,1221
600 < 700,t2Cep,0,0,6,12,0,2,0,1,0,264,0,285
600 < 700,t2RVTau,0,0,0,0,0,0,0,0,0,0,33,33
6000 < 6100,RRab,0,0,145,10,0,0,0,0,0,4,0,159
6000 < 6100,RRc,0,0,2,172,0,0,0,0,0,0,0,174
6000 < 6100,clasCep,0,0,0,0,0,0,0,0,0,3,0,3
6000 < 6100,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,3
6000 < 6100,t2Cep,0,0,0,0,0,0,0,0,0,36,0,36
6000 < 6100,t2RVTau,0,0,0,0,0,0,0,0,0,0,12,12
6100 < 6200,RRab,0,0,3,0,0,0,0,0,0,0,0,3
6100 < 6200,RRc,0,0,3,7,0,0,0,0,0,0,0,10
6100 < 6200,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
6200 < 6300,RRab,0,0,8,2,0,0,0,0,0,0,0,10
6200 < 6300,RRc,0,0,0,15,0,0,0,0,0,0,0,15
6200 < 6300,t2Cep,0,0,0,0,0,0,0,0,0,6,0,6
6300 < 6400,RRab,0,0,16,3,0,0,0,0,0,0,0,19
6300 < 6400,RRc,0,0,4,25,0,0,0,0,0,1,0,30
6300 < 6400,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
6400 < 6500,RRab,0,0,14,1,0,0,0,0,0,0,0,15
6400 < 6500,RRc,0,0,0,32,0,0,0,0,0,0,0,32
6400 < 6500,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
6400 < 6500,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
6500 < 6600,RRab,0,0,72,11,0,0,0,0,0,3,0,86
6500 < 6600,RRc,0,0,11,129,0,0,0,0,0,0,0,140
6500 < 6600,t2Cep,0,0,0,3,0,0,0,0,0,15,0,18
6500 < 6600,t2RVTau,0,0,0,0,0,0,0,0,0,0,9,9
6600 < 6700,RRab,0,0,121,22,0,0,0,1,1,8,0,153
6600 < 6700,RRc,0,0,28,87,0,0,0,0,0,0,0,115
6600 < 6700,t2Cep,0,0,3,0,0,0,0,0,0,15,0,18
6700 < 6800,RRab,0,0,84,9,0,0,0,0,0,2,0,95
6700 < 6800,RRc,0,0,9,88,0,0,0,0,0,1,0,98
6700 < 6800,clasOvertoneCep,0,0,0,3,0,0,0,0,0,0,0,3
6700 < 6800,t2Cep,0,0,0,0,0,0,0,0,0,42,0,42
6700 < 6800,t2RVTau,0,0,0,0,0,0,0,0,0,0,21,21
6800 < 6900,RRab,0,0,2,0,0,0,0,0,0,0,0,2
6800 < 6900,RRc,0,0,0,1,0,0,0,0,0,0,0,1
700 < 800,Mira,666,0,3,0,3,3,0,3,1,6,2,687
700 < 800,OSARG,0,853,0,0,84,0,1,0,0,0,0,938
700 < 800,RRab,1,0,740,108,0,25,0,34,1,94,2,1005
700 < 800,RRc,0,0,87,940,0,7,7,56,3,48,1,1149
700 < 800,SRV,12,33,1,0,808,5,9,3,1,3,0,875
700 < 800,clasCep,0,0,5,0,1,1989,188,0,0,6,0,2189
700 < 800,clasOvertoneCep,0,0,0,18,0,45,1632,0,0,0,0,1695
700 < 800,contactBinary,0,0,12,5,0,5,7,515,21,13,0,578
700 < 800,detachedBinary,1,0,4,0,3,0,1,251,316,1,1,578
700 < 800,t2Cep,0,0,4,10,0,0,0,3,0,160,0,177
700 < 800,t2RVTau,0,0,0,0,0,0,0,0,0,0,24,24
7000 < 7100,RRab,0,0,1,0,0,0,0,0,0,1,1,3
7000 < 7100,RRc,0,0,1,1,0,0,0,0,0,0,0,2
7100 < 7200,RRab,0,0,1,0,0,0,0,0,0,0,0,1
7100 < 7200,RRc,0,0,0,3,0,0,0,0,0,0,0,3
7200 < 7300,RRab,0,0,2,0,0,0,0,0,0,0,0,2
7300 < 7400,RRab,0,0,2,0,0,0,0,0,0,0,0,2
7300 < 7400,RRc,0,0,0,4,0,0,0,0,0,0,0,4
7300 < 7400,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
7400 < 7500,RRab,0,0,3,0,0,0,0,0,0,0,0,3
7500 < 7600,RRab,0,0,0,1,0,0,0,0,0,1,0,2
7500 < 7600,RRc,0,0,0,2,0,0,0,0,0,0,0,2
7600 < 7700,RRab,0,0,1,0,0,0,0,0,0,0,0,1
7700 < 7800,RRab,0,0,1,0,0,0,0,0,0,0,0,1
7700 < 7800,RRc,0,0,0,5,0,0,0,0,0,0,0,5
7700 < 7800,t2Cep,0,0,0,0,0,0,0,0,0,2,1,3
7800 < 7900,RRab,0,0,1,0,0,0,0,0,0,0,0,1
7800 < 7900,RRc,0,0,0,0,0,0,0,0,0,1,0,1
7900 < 8000,RRab,0,0,2,0,0,0,0,0,0,0,0,2
7900 < 8000,RRc,0,0,0,3,0,0,0,0,0,0,0,3
800 < 900,Mira,600,0,0,0,0,6,0,0,0,5,0,611
800 < 900,OSARG,0,894,0,0,106,0,0,0,0,0,1,1001
800 < 900,RRab,0,0,892,136,0,12,0,25,3,106,0,1174
800 < 900,RRc,0,0,95,1013,0,9,2,23,1,29,0,1172
800 < 900,SRV,9,18,0,1,917,6,25,0,0,3,1,980
800 < 900,clasCep,0,0,5,4,0,171,0,0,0,11,0,191
800 < 900,clasOvertoneCep,0,0,0,18,0,4,50,2,0,1,0,75
800 < 900,contactBinary,0,0,2,2,0,0,3,12,0,1,0,20
800 < 900,detachedBinary,0,0,0,0,0,0,3,4,6,0,0,13
800 < 900,t2Cep,0,0,7,4,0,0,0,0,0,239,0,250
800 < 900,t2RVTau,0,0,0,0,0,0,0,0,0,0,57,57
8000 < 8100,RRab,0,0,2,0,0,0,0,0,0,0,0,2
8000 < 8100,RRc,0,0,0,5,0,0,0,0,0,0,0,5
8100 < 8200,RRab,0,0,3,0,0,0,0,0,0,0,0,3
8100 < 8200,RRc,0,0,0,0,0,0,0,0,0,1,0,1
8200 < 8300,RRab,0,0,2,0,0,0,0,0,0,0,0,2
8200 < 8300,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
8300 < 8400,RRab,0,0,1,0,0,0,0,0,0,0,0,1
8300 < 8400,RRc,0,0,0,4,0,0,0,0,0,0,0,4
8400 < 8500,RRab,0,0,6,0,0,0,0,0,0,0,0,6
8500 < 8600,RRab,0,0,5,0,0,0,0,0,0,0,0,5
8500 < 8600,RRc,0,0,0,6,0,0,0,0,0,0,0,6
8600 < 8700,RRab,0,0,8,0,0,0,0,0,0,2,0,10
8600 < 8700,RRc,0,0,0,9,0,0,0,0,0,1,0,10
8600 < 8700,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
8700 < 8800,RRab,0,0,3,0,0,0,0,0,0,1,0,4
8700 < 8800,RRc,0,0,0,1,0,0,0,0,0,0,0,1
8800 < 8900,RRab,0,0,3,0,0,0,0,0,0,0,0,3
8800 < 8900,RRc,0,0,0,3,0,0,0,0,0,0,0,3
8900 < 9000,RRab,0,0,8,1,0,0,0,0,0,0,0,9
8900 < 9000,clasOvertoneCep,0,0,0,2,0,0,1,0,0,0,0,3
900 < 1000,Mira,257,0,0,0,0,1,0,0,0,0,5,263
900 < 1000,OSARG,0,475,0,0,62,0,1,1,0,1,0,540
900 < 1000,RRab,0,0,85,10,0,3,1,7,0,1,0,107
900 < 1000,RRc,0,0,5,74,0,1,0,4,0,1,0,85
900 < 1000,SRV,6,9,0,0,411,1,0,0,0,1,0,428
900 < 1000,clasCep,0,0,0,3,0,5,1,0,0,0,0,9
900 < 1000,clasOvertoneCep,0,0,0,2,0,1,5,1,0,0,0,9
900 < 1000,contactBinary,0,0,3,0,0,1,0,9,0,4,0,17
900 < 1000,detachedBinary,0,0,0,1,0,0,0,2,7,3,0,13
900 < 1000,t2Cep,0,0,0,0,0,0,0,2,0,19,0,21
900 < 1000,t2RVTau,0,0,0,0,0,0,0,0,0,3,6,9
9000 < 9100,RRab,0,0,5,1,0,0,0,0,0,1,0,7
9000 < 9100,RRc,0,0,0,1,0,0,0,0,0,0,0,1
9000 < 9100,clasCep,0,0,0,0,0,0,2,0,0,1,0,3
9000 < 9100,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
9100 < 9200,RRab,0,0,7,1,0,0,0,0,0,1,0,9
9100 < 9200,RRc,0,0,2,5,0,0,0,0,0,0,0,7
9100 < 9200,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
9200 < 9300,RRab,0,0,18,6,0,0,0,0,0,1,0,25
9200 < 9300,RRc,0,0,3,13,0,0,0,0,0,0,0,16
9300 < 9400,RRab,0,0,153,19,0,0,0,0,0,5,0,177
9300 < 9400,RRc,0,0,6,206,0,0,0,0,0,4,1,217
9300 < 9400,t2Cep,0,0,0,0,0,0,0,0,0,32,1,33
9300 < 9400,t2RVTau,0,0,0,0,0,0,0,0,0,0,3,3
9500 < 9600,RRab,0,0,0,1,0,0,0,0,0,0,0,1
9500 < 9600,RRc,0,0,1,0,0,0,0,0,0,0,0,1
9600 < 9700,RRc,0,0,0,5,0,0,0,0,0,1,0,6
9700 < 9800,RRab,0,0,1,0,0,0,0,0,0,0,0,1
9700 < 9800,t2Cep,0,0,0,0,0,0,0,0,0,3,0,3
9800 < 9900,RRab,0,0,3,0,0,0,0,0,0,0,0,3
9800 < 9900,RRc,0,0,0,1,0,0,0,0,0,0,0,1
9900 < 10000,RRc,0,0,0,1,0,0,0,0,0,0,0,1
All,,35927,23393,24044,26514,21350,26402,13107,42650,27821,26902,4995,273105
