# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
#
# Results of Query: Database VVVDR4 06/02/20 23:15
# select viva.vivaID,viva.ra,viva.dec,viva.freqSTR,viva.freqPDM,
# viva.freqLSG,(v.ksMaxMag-v.ksMinMag) as ksAmpl,s.jmhPnt,viva.kFi2,
# viva.faPcorrelation2,CASE WHEN (s.ksAperMag3>0 and s.jAperMag3>0 and 
# s.ksAperMag3<25 and s.jAperMag3<25) THEN (s.ksAperMag3 - 
# 0.686*(s.jAperMag3-s.ksAperMag3)) ELSE -9.9999999e8 END as wesenheit,
# s.jAperMag3,s.ksAperMag3,flagNfreq,flagFbias6,flagFbias7, u.upload_RA,
#  u.upload_Dec, u.varType from vvvVivaCatalogue as viva,vvvVariability 
# as v,vvvSource as s,#userTable as u  where v.sourceID=viva.vivaID and 
# v.ksMinMag>0. and v.ksnGoodObs>40 and viva.faPcorrelation2 > 0 and 
# s.sourceID=v.sourceID and v.sourceID=u.sourceID
# Column Headers at start of file AND below
#
# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
        515436363430,    +266.7934917,     -23.5165188,     +19.7535587,     +11.0190414,      +8.3381804,     +0.915034,     +0.479166,      +0.9166670,      +0.8098080,      +9.9591980,    +11.687868,    +10.662560,     1,   645,   298,    +266.7935000,     -23.5165000,OSARG
        515436431649,    +266.9315322,     -23.4650032,     +24.1148571,     +11.0204864,     +11.0204864,     +1.126492,     +0.339725,      +1.0000000,      +0.9524920,      +9.9054298,    +11.396750,    +10.512218,     3,    41,    18,    +266.9316250,     -23.4648900,OSARG
        515436617271,    +267.2376274,     -23.2972844,     +26.7911213,      +1.1691826,      +4.3463959,     +1.438414,     +0.169292,      +1.0000000,      +0.9524920,     +10.5145063,    +11.738142,    +11.012380,     1,     3,     1,    +267.2376250,     -23.2972800,OSARG
        515436631596,    +267.0643679,     -23.1773207,     +29.2057825,      +9.5096884,      +3.2664068,     +1.102701,     +0.273861,      +1.0000000,      +0.9524920,     +10.9305162,    +12.055372,    +11.388198,     1,   816,    12,    +267.0643750,     -23.1773100,OSARG
        515436691344,    +266.9452284,     -23.0051974,     +29.0910087,      +4.5024051,     +29.4643818,     +1.227632,     +0.254993,      +0.8000000,      +0.7823790,     +10.7595978,    +11.954308,    +11.245702,     3,   117,    55,    +266.9452500,     -23.0051900,OSARG
        515436786283,    +267.3310057,     -23.0270758,      +1.0937845,      +0.4584590,      +0.0853921,     +0.830863,     +0.384599,      +0.9000000,      +0.8346050,     +10.5358162,    +12.060649,    +11.156240,     1,     1,     1,    +267.3310000,     -23.0270800,OSARG
        515438051136,    +264.0581326,     -23.4849548,     +28.5967004,      +3.2761242,      +4.2860281,     +1.190290,     +0.212906,      +1.0000000,      +0.9524920,      +9.8313494,    +11.334427,    +10.442922,     1,     3,     1,    +264.0581250,     -23.4849400,  SRV
        515447605152,    +265.2361136,     -24.3622423,     +10.9061893,     +16.5083013,     +17.5111435,     +0.805269,     +0.418810,      +1.0000000,      +0.8098080,     +10.1588640,    +11.693339,    +10.783212,     2,    46,    12,    +265.2361250,     -24.3622200,OSARG
        515457205916,    +266.1601007,     -24.3422110,     +18.2477684,      +1.0742601,      +1.0742601,     +1.219919,     +0.172837,      +1.0000000,      +0.9174230,     +10.6615820,    +11.975113,    +11.196032,     2,     1,     1,    +266.1601250,     -24.3422200,OSARG
        515460112015,    +273.5341367,     -25.1230872,     +24.7845612,     +23.3103758,     +15.2088834,     +0.603294,     +0.613909,      +1.0000000,      +0.8098080,     +10.4045010,    +11.758135,    +10.955268,     3,    23,    12,    +273.5341250,     -25.1230800,OSARG
        515482506903,    +272.0118481,     -26.3515940,      +2.8164279,      +1.8137288,     +19.4802028,     +0.895720,     +0.310965,      +0.7692310,      +0.6941150,      +9.8849907,    +11.507036,    +10.544969,     1,   662,   103,    +272.0118750,     -26.3515800,OSARG
        515482550069,    +272.6544909,     -26.5906691,     +24.9619726,      +2.5752173,     +10.4360978,     +1.588517,     -0.330160,      +0.7027030,      +0.6979590,     +10.0381708,    +11.181585,    +10.503404,     1,     3,     2,    +272.6543750,     -26.5906900,OSARG
        515482651877,    +272.5776057,     -26.3783069,     +15.4369598,     +16.0753652,     +13.1572585,     +0.627345,     +0.379487,      +1.0000000,      +0.7418810,     +10.2939892,    +11.846901,    +10.925838,     2,    67,    33,    +272.5776250,     -26.3783100,OSARG
        515482680436,    +272.1511231,     -26.1212465,      +6.8178089,     +25.4336970,     +15.0731462,     +1.246263,     +0.409761,      +0.9189190,      +0.6546230,     +10.7852259,    +12.293680,    +11.398986,     1,   109,    28,    +272.1511250,     -26.1212500,  SRV
        515482684957,    +272.1720984,     -26.1212428,     +29.0293645,     +29.0850567,     +14.1080661,     +1.822379,     +0.251740,      +0.8800000,      +0.7300000,     +10.4001446,    +11.790721,    +10.965942,     4,     6,     3,    +272.1721250,     -26.1212200,  SRV
        515482824220,    +272.8927195,     -26.2333727,     +23.3602611,     +23.3600123,     +23.3600123,     +0.626234,     +0.399207,      +1.0000000,      +0.9174230,     +10.2570858,    +11.773282,    +10.873996,     5,   307,   195,    +272.8927500,     -26.2333900,OSARG
        515483177465,    +272.5885241,     -25.4689928,      +3.3143024,      +3.4112228,     +13.3366524,     +0.669291,     +0.417904,      +1.0000000,      +0.9174230,     +10.2133598,    +11.842551,    +10.876246,     2,    91,    29,    +272.5885000,     -25.4690000,OSARG
        515483197328,    +272.2987324,     -25.2890340,     +11.7397068,     +11.7397068,      +5.3444186,     +0.580395,     +0.271679,      +1.0000000,      +0.8346050,      +9.6088238,    +11.241840,    +10.273266,     3,   434,    49,    +272.2987500,     -25.2890300,OSARG
        515483215926,    +272.2856877,     -25.2475852,     +23.0948119,     +19.4112265,     +19.4114311,     +0.904461,     +0.296272,      +1.0000000,      +0.9524920,      +9.4612017,    +11.111876,    +10.132829,     2,  1301,   344,    +272.2856250,     -25.2475800,  SRV
        515494834585,    +270.5714020,     -27.3246795,     +12.7213103,     +22.2297466,      +4.4717436,     +0.968253,     +0.375461,      +1.0000000,      +0.9174230,      +9.8882418,    +11.655173,    +10.607171,     1,    45,     2,    +270.5713750,     -27.3246900,OSARG
        515494941461,    +270.5742634,     -27.1103710,      +2.3299685,     +29.2733814,     +29.5963230,     +0.935471,     +0.575875,      +1.0000000,      +0.8901680,      +9.6258736,    +11.718737,    +10.477418,     3,   647,   525,    +270.5742500,     -27.1103900,OSARG
        515495013376,    +270.3818381,     -26.8656578,      +6.4909390,     +27.9064073,     +24.1565251,     +1.102192,     +0.447320,      +0.9166670,      +0.8098080,     +10.4490557,    +12.263481,    +11.187309,     2,    29,    11,    +270.3818750,     -26.8656400,OSARG
        515498970699,    +274.6130118,     -26.3994720,     +27.2790838,     +26.9615430,      +1.9932607,     +0.368559,     +0.709321,      +1.0000000,      +0.9524920,     +10.0858936,    +12.119089,    +10.913160,     1,    71,     1,    +274.6130000,     -26.3994400,OSARG
        515504216081,    +271.6112357,     -27.8444152,     +13.1513177,      +2.7382265,      +2.7384125,     +0.450924,     +0.386297,      +0.9090910,      +0.7418810,     +10.3225021,    +11.921497,    +10.973102,     3,     3,     1,    +271.6112500,     -27.8444200,OSARG
        515504427250,    +271.4169707,     -27.2994625,      +6.0846075,      +9.0910433,      +7.0892272,     +1.376105,     +0.200301,      +0.8750000,      +0.7750000,     +10.7313242,    +12.047128,    +11.266699,     1,   168,    24,    +271.4170000,     -27.2994400,OSARG
        515504470425,    +271.2618648,     -27.1281436,     +18.3632528,      +9.0841763,      +5.1585373,     +1.217037,     +0.350279,      +0.9333330,      +0.7823790,     +10.6354065,    +12.024780,    +11.200715,     1,     1,     1,    +271.2618750,     -27.1281400,OSARG
        515504646353,    +271.8672021,     -27.0416900,     +29.4176494,     +29.4181022,      +4.0951331,     +1.829961,     +0.732482,      +1.0000000,      +0.9174230,      +9.4703188,    +11.905839,    +10.461284,     1,     1,     1,    +271.8671250,     -27.0417200,OSARG
        515504892524,    +271.6303864,     -26.3534882,      +3.2662550,     +15.3970408,     +15.3972406,     +0.135162,     +0.986758,      +0.6623380,      +0.6525650,      +9.9295301,    +12.449990,    +10.955055,     2,    21,    17,    +271.6303750,     -26.3534700,OSARG
        515504903978,    +271.6123830,     -26.3169413,      +0.3409667,     +29.9355186,     +29.9355186,     +0.492283,     +0.507050,      +0.9756100,      +0.6905560,      +9.6285152,    +11.570431,    +10.418642,     3,-24910,-27205,    +271.6123750,     -26.3169200,OSARG
        515516698537,    +269.5612634,     -28.4930372,     +29.0254480,     +17.3984624,     +11.9780744,     +0.493637,     +0.489983,      +1.0000000,      +0.8098080,      +9.9879227,    +11.808037,    +10.728491,     1,  1331,    68,    +269.5612500,     -28.4930300,OSARG
        515516771193,    +269.8589845,     -28.5072053,     +19.4807626,     +29.9090700,      +8.2632799,     +0.359111,     +0.563872,      +1.0000000,      +0.7823790,     +10.1793823,    +11.900385,    +10.879624,     1,  1937,   704,    +269.8590000,     -28.5072200,OSARG
        515516777932,    +270.0066835,     -28.5607338,      +1.6954756,      +1.6949058,      +8.3816891,     +0.550765,     +0.499064,      +1.0000000,      +0.8901680,     +10.0876856,    +11.764392,    +10.769904,     1,    24,     8,    +270.0068750,     -28.5607800,OSARG
        515516833249,    +270.0529194,     -28.4772648,      +7.9615453,     +21.0869226,     +13.9799480,     +0.790845, -9.999995E008,      +1.0000000,      +0.9524920,     +10.1132908,    +11.707102,    +10.761781,     2,   242,    11,    +270.0528750,     -28.4772500,OSARG
        515516868329,    +269.4142162,     -28.0822050,     +28.2368968,     +25.9257614,      +8.0927172,     +1.221690,     +0.398513,      +0.8837210,      +0.6872490,     +10.4812937,    +12.057412,    +11.122585,     2,   443,   104,    +269.4142500,     -28.0821900,OSARG
        515516916353,    +269.4926138,     -28.0205089,      +4.5206329,      +9.2636222,      +9.2636222,     +1.470966,     +0.348925,      +0.7692310,      +0.7265050,     +10.4172297,    +12.094032,    +11.099487,     4,  1201,     6,    +269.4926250,     -28.0205300,OSARG
        515517068910,    +269.7745053,     -27.8217896,     +10.7515439,     +26.9037359,     +26.9034510,     +1.151774,     +0.323485,      +1.0000000,      +0.9174230,     +10.4428844,    +11.883790,    +11.029160,     3,    61,     8,    +269.7745000,     -27.8218100,OSARG
        515517101575,    +270.0261036,     -27.8729760,     +21.4864600,      +0.6400608,     +16.0498539,     +0.604329,     +0.094914,      +0.8947370,      +0.7564740,     +10.2962284,    +11.752705,    +10.888840,     2,   181,    66,    +270.0261250,     -27.8729400,OSARG
        515517107064,    +270.0979051,     -27.8976732,     +28.2821794,     +12.0376508,     +29.2735728,     +0.623987,     +0.464186,      +0.9444440,      +0.7621320,     +10.1980724,    +11.917833,    +10.897809,     4,  9901,  7635,    +270.0978750,     -27.8976700,OSARG
        515419678550,    +267.8400098,     -22.4159558,      +6.0674644,     +29.9383629,      +5.0932404,     +0.536687,     +0.709054,      +0.8604650,      +0.6872490,     +10.0841331,    +12.088469,    +10.899657,     1,  3297,   198,    +267.8400000,     -22.4159400,OSARG
        515421198517,    +265.1633729,     -22.6616479,     +18.6882726,      +5.9315764,      +5.9315764,     +0.354012,     +0.487298,      +1.0000000,      +0.8681980,     +10.4569407,    +11.953690,    +11.065938,     2,    74,     5,    +265.1633750,     -22.6616400,OSARG
        515429570556,    +266.3305016,     -23.1268975,     +19.5314975,      +5.9241689,     +12.5312973,     +0.294188,     +0.683392,      +1.0000000,      +0.8213600,     +10.2956276,    +12.330784,    +11.123692,     3,    52,    23,    +266.3305000,     -23.1268900,OSARG
        515430092929,    +266.4336243,     -22.2450532,     +23.8569869,     +15.0933870,      +5.0933857,     +0.220270,     +0.790459,      +0.6704550,      +0.6459400,     +10.5473204,    +12.593127,    +11.379719,     1,  1360,   288,    +266.4336250,     -22.2450600,OSARG
        515436642254,    +266.9941309,     -23.1201714,     +27.1959326,      +4.6303488,     +17.0296449,     +1.810711,     +0.179701,      +0.9090910,      +0.8213600,     +10.5557671,    +11.822804,    +11.071300,     1,   407,    44,    +266.9941250,     -23.1201700,OSARG
        515436791305,    +266.9428586,     -22.8036722,     +17.2592910,      +0.0859836,      +0.9165555,     +0.824053,     +0.377957,      +1.0000000,      +0.8681980,     +10.4732037,    +11.804451,    +11.014862,     1,     5,     1,    +266.9428750,     -22.8036700,OSARG
        515436898671,    +267.4383684,     -22.8643555,      +1.3756675,     +18.8964868,      +2.8908768,     +0.441741,     +0.909256,      +1.0000000,      +0.7750000,     +10.5666084,    +12.793284,    +11.472599,     2,    26,     1,    +267.4383750,     -22.8643600,OSARG
        515447654131,    +265.3647587,     -24.3458403,     +13.6034307,     +14.1977210,     +14.1975882,     +0.713524,     +0.461844,      +1.0000000,      +0.8681980,     +10.1146917,    +11.753962,    +10.781678,     3,   143,    88,    +265.3647500,     -24.3458300,OSARG
        515457184939,    +266.0176259,     -24.3074280,     +13.4630471,     +18.5114306,     +16.2005340,     +1.053606,     +0.358033,      +0.8750000,      +0.8681980,     +10.7301445,    +12.053955,    +11.268777,     1,   318,   229,    +266.0176250,     -24.3074400,OSARG
        515457587836,    +266.4151438,     -23.6084664,     +26.2142376,     +25.2114669,     +14.7983640,     +1.004902,     +0.342854,      +1.0000000,      +0.9524920,      +9.4977531,    +11.129565,    +10.161705,     1,  2323,  1894,    +266.4151250,     -23.6084400,OSARG
        515457608041,    +266.4042863,     -23.5475048,     +24.1588754,      +7.4331332,     +14.7983108,     +0.735228,     +0.360437,      +0.9285710,      +0.7905350,      +9.6453266,    +11.259082,    +10.301931,     3,  2323,  2093,    +266.4042500,     -23.5474400,OSARG
        515460156511,    +273.5277247,     -25.0364151,     +13.9940656,      +4.1117910,     +24.9254699,     +1.263281,     +0.647171,      +1.0000000,      +0.7376630,     +10.1034327,    +11.617165,    +10.719340,     1,   388,   186,    +273.5278750,     -25.0364200,OSARG
        515460373010,    +273.7310028,     -24.7286575,     +15.9332663,     +23.7715387,     +16.6668391,     +0.846695,     +0.448010,      +1.0000000,      +0.9524920,     +10.7676287,    +11.760234,    +11.171500,     3,    20,     3,    +273.7310000,     -24.7286700,OSARG
        515469825668,    +274.3653466,     -24.3321089,      +2.0056329,     +20.5299458,      +1.1442932,     +0.554108,     +0.390246,      +1.0000000,      +0.7512460,      +9.9584026,    +11.468865,    +10.572980,     1,   263,   257,    +274.3652500,     -24.3319400,OSARG
        515472140269,    +271.3352422,     -25.9475357,      +7.8270412,      +9.1192967,     +21.1385008,     +1.104615,     +0.386691,      +0.8750000,      +0.7090990,      +9.9982758,    +11.669005,    +10.678062,     1,  2705,  2342,    +271.3352500,     -25.9475300,OSARG
        515472420956,    +271.4159960,     -25.6576012,     +24.8025658,     +24.8017181,     +24.8019300,     +0.734889,     +0.399479,      +1.0000000,      +0.9174230,     +10.7048130,    +12.370698,    +11.382628,     3,    36,     6,    +271.4160000,     -25.6575800,OSARG
        515472539643,    +271.8155156,     -25.7257442,     +24.9403448,     +27.1461652,     +24.9375162,     +0.850483,     +0.345485,      +1.0000000,      +0.8500000,     +10.2075129,    +11.654977,    +10.796457,     5,    23,     2,    +271.8155000,     -25.7257200,OSARG
        515472958796,    +271.9201575,     -25.2846186,     +19.4820159,     +20.7388182,     +20.8790459,     +0.678307,     +0.313634,      +1.0000000,      +0.9174230,     +10.4730530,    +12.080474,    +11.127081,     3,   147,   127,    +271.9201250,     -25.2846400,OSARG
        515482473346,    +272.5928712,     -26.6969462,     +11.4952482,      +7.2456112,     +16.7715734,     +0.462459,     +0.460968,      +1.0000000,      +0.7905350,     +10.1009130,    +11.960839,    +10.857680,     1,     9,     6,    +272.5928750,     -26.6969700,OSARG
        515482534338,    +272.6606222,     -26.6207664,     +14.4660676,     +14.4662860,     +14.4662860,     +0.695549,     +0.296810,      +1.0000000,      +0.9174230,     +10.1283388,    +11.660672,    +10.751815,     5,   209,   124,    +272.6606250,     -26.6207800,OSARG
        515482731180,    +271.9577499,     -25.9328826,      +3.4959372,     +21.2652118,     +18.9659047,     +0.975811,     +0.281563,      +0.8333330,      +0.8098080,     +10.6238956,    +12.147476,    +11.243811,     1,   445,    16,    +271.9577500,     -25.9328600,OSARG
        515482967023,    +272.4787472,     -25.7913538,      +1.1292341,     +20.4825750,     +21.0982849,     +1.004847,     +0.239289,      +0.9166670,      +0.8098080,     +10.3735619,    +11.696361,    +10.911782,     2,   119,    58,    +272.4787500,     -25.7913600,OSARG
        515482973909,    +272.1067365,     -25.5945633,     +20.0578141,     +20.0573774,     +27.6530974,     +0.800374,     +0.375634,      +1.0000000,      +0.9174230,     +10.1817503,    +11.704849,    +10.801469,     1,    50,    16,    +272.1067500,     -25.5945800,OSARG
        515483021435,    +272.1689844,     -25.5379068,     +16.3131197,     +25.6095696,     +26.6120210,     +0.566105,     +0.400869,      +1.0000000,      +0.8681980,     +10.2023544,    +11.885834,    +10.887329,     2,    92,    47,    +272.1690000,     -25.5379200,OSARG
        515483125146,    +272.8599014,     -25.6962401,      +0.4188820,     +27.6636774,     +27.6636774,     +1.318442,     +0.275663,      +0.8750000,      +0.8681980,     +10.1252108,    +11.572063,    +10.713906,     3,   406,   259,    +272.8598750,     -25.6962500,OSARG
        515483258377,    +272.5691532,     -25.2937086,      +8.1208770,     +19.4802859,     +25.6595845,     +0.529304,     +0.393345,      +1.0000000,      +0.7376630,     +10.1543016,    +11.783183,    +10.817061,     1,   420,    45,    +272.5691250,     -25.2937200,OSARG
        515483336359,    +272.5713579,     -25.1381525,     +17.4122088,     +24.3634562,     +20.0967440,     +0.455474,     +0.609721,      +0.8947370,      +0.7564740,      +9.9662275,    +11.902372,    +10.754006,     1,   141,    39,    +272.5713750,     -25.1381400,  SRV
        515494767283,    +270.1028839,     -27.2072278,      +4.8878358,     +25.9258436,      +3.5000907,     +1.165663,     +0.446678,      +1.0000000,      +0.7750000,  -9.9999999E008,    +11.572710, -9.999995E008,     1,    20,     1,    +270.1028750,     -27.2072200,OSARG
        515494782774,    +270.0127835,     -27.1352525,     +18.3316563,     +14.3068233,      +5.2267466,     +1.091693,     +0.386088,      +1.0000000,      +0.9174230,      +9.7082930,    +11.507556,    +10.440377,     2,     4,     1,    +270.0127500,     -27.1352800,OSARG
        515494868393,    +270.1092359,     -27.0344527,     +12.0070951,     +23.9828911,     +16.4760224,     +1.264206,     +0.330641,      +1.0000000,      +0.7996150,      +9.6015005,    +11.470050,    +10.361776,     1,   237,   145,    +270.1092500,     -27.0344400,OSARG
        515494917782,    +270.7137383,     -27.2327087,      +7.4216516,      +8.9508559,     +21.1569645,     +0.755877,     +0.629898,      +1.0000000,      +0.9524920,      +9.8364449,    +11.999706,    +10.716633,     1,    10,     2,    +270.7137500,     -27.2327500,OSARG
        515494942825,    +270.5614862,     -27.1091208,     +26.3477662,     +26.8691566,     +13.8478646,     +0.870065, -9.999995E008,      +1.0000000,      +0.8500000,  -9.9999999E008, -9.999995E008,    +10.642235,     5,   361,    89,    +270.5615000,     -27.1091700,OSARG
        515494960591,    +270.6812492,     -27.1220421,     +21.3629655,      +8.2898599,     +29.2858266,     +0.381115,     +0.996459,      +0.8484850,      +0.7066700,     +10.0458031,    +12.628152,    +11.096510,     1,   538,   327,    +270.6812500,     -27.1220800,OSARG
        515495075304,    +270.9413887,     -27.0305017,     +17.5185672,      +9.2384638,      +9.2388486,     +0.832379,     +0.422179,      +1.0000000,      +0.9524920,     +10.1797152,    +11.810622,    +10.843299,     4,    24,     6,    +270.9413750,     -27.0305000,OSARG
        515495114403,    +270.7074097,     -26.8328279,      +6.6926318,     +20.5716555,     +25.8370457,     +0.531951,     +0.531528,      +0.8750000,      +0.8681980,     +10.5620413,    +12.381313,    +11.302267,     1,    26,     3,    +270.7073750,     -26.8328600,OSARG
        515495126911,    +270.8743765,     -26.8880494,     +21.5710702,     +22.3239568,     +16.3178614,     +0.668569,     +0.470440,      +1.0000000,      +0.8901680,     +10.3263006,    +11.987428,    +11.002180,     1,  1063,   952,    +270.8743750,     -26.8880600,OSARG
        515500043143,    +264.0422280,     -26.9436910,      +9.0443495,     +10.6578024,      +7.0029073,     +1.217399,     +0.362974,      +1.0000000,      +0.9524920,     +10.5501614,    +11.583033,    +10.970416,     1,    65,     4,    +264.0422500,     -26.9436700,OSARG
        515504373367,    +271.6806631,     -27.5480859,     +24.7852423,      +4.7290861,     +22.0995661,     +0.498995,     +0.408269,      +1.0000000,      +0.8681980,     +10.7114782,    +12.305331,    +11.359985,     1,    49,    11,    +271.6807500,     -27.5480800,OSARG
        515504436073,    +271.1173713,     -27.1320596,      +1.9097924,     +12.9475533,      +8.0920197,     +1.391120,     +0.209068,      +0.8800000,      +0.7300000,     +10.6322842,    +12.027482,    +11.199963,     1,   692,    19,    +271.1173750,     -27.1320600,OSARG
        515504459160,    +271.7484815,     -27.3911682,     +11.5482323,      +8.3744597,     +26.0605997,     +0.593818,     +0.343309,      +1.0000000,      +0.9524920,     +10.6911049,    +12.079391,    +11.255971,     2,   105,    68,    +271.7485000,     -27.3911700,OSARG
        515504702155,    +271.8993230,     -26.9301093,     +15.3234463,     +27.8963798,     +28.8989920,     +0.952017,     +0.214333,      +1.0000000,      +0.9524920,     +10.1332827,    +11.626176,    +10.740711,     5,   343,   134,    +271.8992500,     -26.9301700,OSARG
        515504802452,    +271.6013860,     -26.5512102,     +15.5844709,      +6.2988275,      +6.3012732,     +1.026615,     +0.075161,      +1.0000000,      +0.9174230,      +9.4441118,    +11.150846,    +10.138548,     2,    15,     2,    +271.6013750,     -26.5511900,OSARG
        515504892050,    +271.6003958,     -26.3402678,     +15.4190344,      +1.6425288,      +1.6428736,     +0.598964,     +0.457795,      +0.9473680,      +0.7564740,      +9.6271439,    +11.450714,    +10.369119,     2,     4,     1,    +271.6003750,     -26.3402500,OSARG
        515419600357,    +268.1019890,     -22.6602771,     +23.1559610,      +2.0599297,      +0.4952784,     +0.552611,     +0.231375,      +1.0000000,      +0.8681980,     +10.4685507,    +11.726646,    +10.980445,     1,     1,     1,    +268.1020000,     -22.6603100,OSARG
        515421216400,    +265.2793945,     -22.7018312,      +4.2269878,     +17.9471635,      +2.1911881,     +1.222324,     +0.382376,      +0.8421050,      +0.7564740,     +10.1263685,    +11.698377,    +10.765987,     2,    10,     2,    +265.2793750,     -22.7018300,OSARG
        515436252711,    +266.7978681,     -23.7130555,      +0.9175259,     +19.8820573,      +9.0608988,     +1.655210,     +0.235991,      +1.0000000,      +0.8500000,      +9.7226610,    +11.299769,    +10.364355,     3,     6,     1,    +266.7978750,     -23.7130600,OSARG
        515436315692,    +266.7251055,     -23.5561383,      +2.8772059,     +25.7252882,     +27.2742414,     +1.682243,     +0.309102,      +0.8095240,      +0.7463960,      +9.9155474,    +11.338356,    +10.494460,     2,   110,    88,    +266.7251250,     -23.5561400,  SRV
        515436548144,    +266.7615075,     -23.1596047,     +29.1364919,     +17.9444300,      +5.6011518,     +1.543495,     +0.167409,      +1.0000000,      +0.9524920,     +10.6540718,    +11.852612,    +11.141734,     1,    15,     1,    +266.7615000,     -23.1595800,OSARG
        515436572048,    +266.9555893,     -23.2229278,     +11.8119282,      +8.5486141,      +3.2663123,     +1.382269,     +0.344039,      +0.9090910,      +0.8213600,     +10.7426853,    +11.866504,    +11.199944,     1,  1140,    10,    +266.9556250,     -23.2229200,OSARG
        515436598350,    +267.0935858,     -23.2500515,     +20.9066440,     +17.0305487,     +15.3973449,     +0.932769,     +0.382221,      +0.9166670,      +0.8098080,     +10.9135151,    +12.173036,    +11.425989,     3,   426,    32,    +267.0936250,     -23.2500600,OSARG
        515436724467,    +266.8254629,     -22.8745591,     +21.9600520,     +16.2788670,     +23.1178525,     +0.278359,     +0.657116,      +0.6862750,      +0.6760250,     +10.5928392,    +12.354174,    +11.309491,     2,    50,    12,    +266.8255000,     -22.8745600,OSARG
        515436812463,    +267.5055068,     -23.0686356,      +8.0141401,     +12.0768281,      +7.2784255,     +0.462485,     +0.886231,      +0.9411760,      +0.7043490,     +10.0852222,    +12.437365,    +11.042262,     2,    66,    12,    +267.5055000,     -23.0686400,OSARG
        515437023798,    +267.1177257,     -22.4164051,      +3.6795574,      +2.0595624,     +27.7144388,     +0.646380,     +0.453371,      +1.0000000,      +0.8346050,      +9.7439795,    +11.285555,    +10.371216,     3,    31,     5,    +267.1177500,     -22.4163900,OSARG
        515457505853,    +266.3036519,     -23.7418973,     +16.0463947,      +1.0716615,     +18.2723612,     +1.054460,     +0.296968,      +0.8666670,      +0.7823790,      +9.7044353,    +11.112342,    +10.277285,     1,   764,   692,    +266.3036250,     -23.7418900,OSARG
        515457509854,    +266.3720753,     -23.7728965,      +1.0028096,     +25.2084950,     +26.2114266,     +1.827260,     +0.002410,      +1.0000000,      +0.8500000,      +9.5761051,    +11.010455,    +10.159714,     3,  1059,   291,    +266.3721250,     -23.7729700,OSARG
        515457562506,    +266.3492540,     -23.6354856,     +12.9962871,     +26.9081525,     +29.7492538,     +0.228040,     +0.782448,      +0.9090910,      +0.8213600,      +9.7541695,    +12.043085,    +10.685484,     1,    44,    11,    +266.3492500,     -23.6354700,OSARG
        515457596149,    +266.3994850,     -23.5804936,     +20.1988747,     +18.2723113,     +21.9117716,     +0.445690, -9.999995E008,      +0.9166670,      +0.8098080,      +9.6987896,    +11.662148,    +10.497642,     2,    38,     6,    +266.3995000,     -23.5804400,OSARG
        515469592377,    +274.5431035,     -24.8238682,     +10.5912325,      +4.0105988,      +7.9276975,     +0.499653,     +0.413391,      +0.9230770,      +0.7996150,     +10.5974426,    +11.938744,    +11.143191,     2,     2,     1,    +274.5431250,     -24.8238900,OSARG
        515472100565,    +271.5211345,     -26.0914823,      +7.0490858,      +7.0492668,      +4.6666737,     +1.285225,     +0.281738,      +1.0000000,      +0.9174230,      +9.9984961,    +11.582746,    +10.643096,     1,    10,     3,    +271.5211250,     -26.0914700,OSARG
        515482699248,    +272.1078829,     -26.0640634,     +25.6852362,     +17.4786964,     +19.4806448,     +1.053059,     +0.276567,      +0.8800000,      +0.7300000,     +10.8227186,    +12.234915,    +11.397313,     1,   665,   143,    +272.1078750,     -26.0640600,OSARG
        515482719128,    +271.8822409,     -25.9179157,     +18.4923187,     +18.0566546,     +18.0566546,     +1.596686,     +0.135224,      +0.7894740,      +0.7564740,     +10.5455341,    +11.842370,    +11.073191,     4,    38,     2,    +271.8822500,     -25.9179200,OSARG
        515482764836,    +272.0725156,     -25.9309740,      +2.3639274,     +27.0830119,     +21.7999181,     +0.483930,     +0.532839,      +0.7954550,      +0.6856800,     +11.0124054,    +12.737157,    +11.714172,     1,   220,   200,    +272.0725000,     -25.9309700,OSARG
        515482986424,    +272.5568749,     -25.7940785,      +9.2140938,      +9.2143401,      +3.2001026,     +0.569060,     +0.420463,      +1.0000000,      +0.7905350,     +10.4692211,    +12.133852,    +11.146526,     1,   342,     8,    +272.5568750,     -25.7940800,OSARG
        515483086759,    +272.5635041,     -25.6199252,     +26.0838903,     +18.0038687,     +19.0055185,     +1.009145,     +0.298993,      +1.0000000,      +0.9524920,     +10.5906096,    +11.924621,    +11.133392,     3,  1263,     9,    +272.5635000,     -25.6199400,OSARG
        515490981906,    +263.7077215,     -26.9687951,     +26.7349606,     +25.9808676,     +26.3041006,     +0.544086, -9.999995E008,      +1.0000000,      +0.9524920,     +10.1943550,    +11.981594,    +10.921547,     3,    11,     2,    +263.7077500,     -26.9687800,OSARG
