aperMag3,aperMag3Err,filterID,flag,mjd,ppErrBits,sourceID
12.480725288391113,0.0008296166779473424,2,0,55281.13981872135,16,515855558562
12.039294242858887,0.0008716381271369755,3,0,55269.16831907696,16,515855558562
12.607757568359375,0.0012497282586991787,4,0,55269.15887008243,16,515855558562
11.93706226348877,0.0012746534775942564,5,0,55269.16360147264,16,515855558562
11.40770149230957,0.0016268327599391341,5,0,55282.113751771714,16,515855558562
11.530815124511719,0.001672509708441794,5,0,55295.22247714996,16,515855558562
11.476080894470215,0.0017227239441126585,5,0,55297.99571270413,16,515855558562
11.506366729736328,0.0016762370942160487,5,0,55305.11395617591,16,515855558562
11.467476844787598,0.0016012671403586864,5,0,55327.16723315981,16,515855558562
11.456687927246094,0.0016791949747130275,5,0,55721.01790768835,16,515855558562
11.621077537536621,0.0018946778727695346,5,0,55724.118173005845,16,515855558562
11.4998140335083,0.0017635379917919636,5,0,55766.988653818764,16,515855558562
11.546180725097656,0.001805393141694367,5,0,55767.003844026396,16,515855558562
11.506932258605957,0.0017892234027385712,5,0,55767.01543092198,16,515855558562
11.487812995910645,0.0017916765064001083,5,0,55994.188281737435,16,515855558562
11.365209579467773,0.001807062653824687,5,0,56000.10661686791,16,515855558562
11.350113868713379,0.0017816973850131035,5,0,56000.130979209476,16,515855558562
11.411210060119629,0.0017035474302247167,5,0,56001.12231582006,16,515855558562
11.362092018127441,0.0017580331768840551,5,0,56016.05582845476,16,515855558562
11.36344051361084,0.0017592234071344137,5,0,56016.055828846824,16,515855558562
11.34666919708252,0.0017080423422157764,5,0,56042.04142816597,16,515855558562
11.361783027648926,0.00176069769077003,5,0,56360.10986620585,16,515855558562
11.411703109741211,0.0016502903308719397,5,0,56365.0702416526,16,515855558562
11.343926429748535,0.0018781935796141624,5,0,56365.112394894495,16,515855558562
11.413637161254883,0.001697761588729918,5,0,56371.06167246501,16,515855558562
11.429594039916992,0.0016768858768045902,5,0,56372.11446818246,16,515855558562
11.395010948181152,0.001696617342531681,5,0,56374.06398082309,16,515855558562
11.676522254943848,0.0018729075090959668,5,0,56375.06758036084,16,515855558562
11.346786499023438,0.00210581929422915,5,0,56376.0777580844,16,515855558562
11.420622825622559,0.0017138641560450196,5,0,56377.027838873866,16,515855558562
11.407383918762207,0.0019197654910385609,5,0,56378.010998721256,16,515855558562
11.462586402893066,0.001672819722443819,5,0,56378.21055071089,16,515855558562
11.43359088897705,0.001617105444893241,5,0,56383.09359951019,16,515855558562
11.43613052368164,0.0016864717472344637,5,0,56390.007835720644,16,515855558562
11.63520622253418,0.0018689138814806938,5,0,56392.99584231906,16,515855558562
11.525586128234863,0.0018189147813245654,5,0,56399.00112909269,16,515855558562
11.378800392150879,0.0018115051789209247,5,0,56403.98121566772,16,515855558562
11.375988006591797,0.0017075090436264873,5,0,56407.09214554893,16,515855558562
11.36042594909668,0.0019196940120309591,5,0,56407.18789685567,0,515855558562
11.410530090332031,0.0016526668332517147,5,0,56407.24123439789,16,515855558562
11.41910171508789,0.0018074263352900743,5,0,56407.9970993042,16,515855558562
11.592911720275879,0.0018303750548511744,5,0,56408.97997173733,16,515855558562
11.399275779724121,0.0016467219684273005,5,0,56410.198582967125,16,515855558562
11.368247985839844,0.0016997001366689801,5,0,56412.01637632714,16,515855558562
11.291178703308105,0.0015134637942537665,5,0,56420.199575424194,16,515855558562
