#cflvsc.sourceID, cflvsc.ksAperMag3, cflvsc.ksEMeanMagPawprint, cflvsc.MainVarType
515538694153,-999.0,14.114802,  Microlens
515538715409,-999.0,10.496916,  Microlens
515538719972,-999.0,10.523321000000001,  RGB
515538731613,-999.0,14.319891,  Microlens
515538742495,-999.0,10.393509,  LPV
515538755883,-999.0,11.217524000000001,  Microlens
515538779464,-999.0,13.181799,  Microlens
515538796218,-999.0,12.637971,  Microlens
515538808467,-999.0,12.984385000000001,  Microlens
515538825483,-999.0,12.773408,  Microlens
515538848495,-999.0,10.486582,  Microlens
515538866288,-999.0,13.121617,  Microlens
515538869851,-999.0,10.733099000000001,  RGB
515538870423,-999.0,13.502254,  Microlens
