aperMag3,aperMag3Err,filterID,flag,mjd,ppErrBits,sourceID
18.951459884643555,0.18907040357589722,1,0,55788.11559237374,0,515527832356
16.449777603149414,0.03932754322886467,2,0,55788.1119433403,16,515527832356
14.162812232971191,0.01209498755633831,3,0,55309.252337710066,16,515527832356
12.262736320495605,0.00661287410184741,4,0,55309.246991348264,16,515527832356
11.492307662963867,0.005301105789840221,5,0,55309.24918492635,16,515527832356
11.263473510742188,0.004395002499222755,5,0,55451.071177853475,16,515527832356
11.278741836547852,0.0045637511648237705,5,0,55780.19363390605,16,515527832356
11.352737426757812,0.005097715184092522,5,0,55806.08541287316,16,515527832356
11.290343284606934,0.004670946858823299,5,0,55824.08131568167,16,515527832356
11.33994197845459,0.004970483481884003,5,0,55839.02323715952,16,515527832356
11.158197402954102,0.004716898314654827,5,0,55847.04298926724,16,515527832356
11.476511001586914,0.0055757067166268826,5,0,56004.29761401282,16,515527832356
11.451445579528809,0.005519945174455643,5,0,56007.35142525567,16,515527832356
11.463017463684082,0.005483331624418497,5,0,56020.28467992147,16,515527832356
11.416149139404297,0.005128090735524893,5,0,56089.17342271805,16,515527832356
11.300369262695312,0.004685523454099894,5,0,56094.135474756025,16,515527832356
11.281767845153809,0.004617424216121435,5,0,56095.107438394756,16,515527832356
11.421483993530273,0.005199039354920387,5,0,56102.06046347088,16,515527832356
11.293739318847656,0.004585592076182365,5,0,56112.20897040897,16,515527832356
11.313692092895508,0.004739193711429834,5,0,56114.072001515495,16,515527832356
11.400508880615234,0.005079750437289476,5,0,56115.08734758695,16,515527832356
11.078760147094727,0.005153781734406948,5,0,56125.15067228741,16,515527832356
11.432279586791992,0.005517819430679083,5,0,56126.08430110614,16,515527832356
11.450726509094238,0.005583885125815868,5,0,56127.02437953419,16,515527832356
11.146883964538574,0.005114713683724403,5,0,56128.161985238396,16,515527832356
11.323984146118164,0.00469931261613965,5,0,56129.15326600605,16,515527832356
11.32761287689209,0.004773264285176992,5,0,56130.182885106406,16,515527832356
11.240091323852539,0.0043811802752316,5,0,56140.117698743605,16,515527832356
11.222362518310547,0.004511539824306965,5,0,56141.09924030304,16,515527832356
11.212976455688477,0.004329049028456211,5,0,56144.002615472345,16,515527832356
11.235166549682617,0.004588208626955748,5,0,56155.01597393221,16,515527832356
11.147242546081543,0.004687448963522911,5,0,56157.0577703211,16,515527832356
11.155879974365234,0.004553846083581448,5,0,56158.17388926612,16,515527832356
11.397994041442871,0.005360802635550499,5,0,56195.03541285462,16,515527832356
11.394306182861328,0.005213825032114983,5,0,56196.020404496456,16,515527832356
11.353036880493164,0.004984291270375252,5,0,56197.01772819625,16,515527832356
11.135494232177734,0.004535467829555273,5,0,56198.0549387561,16,515527832356
10.994842529296875,0.006736812647432089,5,0,56365.31940958235,16,515527832356
11.189360618591309,0.00429588183760643,5,0,56366.324957550896,16,515527832356
11.176401138305664,0.004331452306360006,5,0,56367.313913451304,16,515527832356
11.243254661560059,0.004541677422821522,5,0,56370.37567999098,16,515527832356
11.19156265258789,0.00419338745996356,5,0,56373.37180548774,16,515527832356
11.072351455688477,0.005252184346318245,5,0,56422.39364899529,16,515527832356
11.265849113464355,0.004723839461803436,5,0,56461.1513118426,16,515527832356
11.209429740905762,0.004477831535041332,5,0,56484.16887915929,16,515527832356
11.36830997467041,0.0050633191131055355,5,0,56487.19625786675,16,515527832356
11.468307495117188,0.005321919918060303,5,0,56506.98473425971,16,515527832356
11.286993026733398,0.004671313799917698,5,0,56507.049096902214,16,515527832356
11.47144889831543,0.005840098951011896,5,0,56509.033562988705,16,515527832356
11.310981750488281,0.004918827675282955,5,0,56511.166792636446,16,515527832356
11.386218070983887,0.004938824102282524,5,0,56527.12987833023,16,515527832356
11.34437084197998,0.004823042079806328,5,0,56534.09353677962,16,515527832356
11.369062423706055,0.004944156855344772,5,0,56558.99563708835,16,515527832356
