aperMag3,aperMag3Err,filterID,flag,mjd,ppErrBits,sourceID
12.978212356567383,0.0016584154218435287,1,0,55797.12619245317,16,515588230082
12.590934753417969,0.0015572113916277885,2,0,55797.122647327844,16,515588230082
12.121864318847656,0.0014742803759872913,3,0,55423.15817527771,16,515588230082
11.881587982177734,0.0017886603018268943,4,0,55423.15184792413,16,515588230082
11.437271118164062,0.0019623874686658382,5,0,55423.154986508685,16,515588230082
11.35019302368164,0.001976460451260209,5,0,55778.19584168328,16,515588230082
11.483757019042969,0.0020926755387336016,5,0,55806.15457674662,16,515588230082
11.575521469116211,0.002127590822055936,5,0,55820.105421564316,16,515588230082
11.200427055358887,0.0018876554677262902,5,0,55830.02852873272,16,515588230082
11.494514465332031,0.0020344331860542297,5,0,55844.02491639455,16,515588230082
11.157584190368652,0.0022979844361543655,5,0,55849.029871024024,16,515588230082
11.38722038269043,0.0018950243247672915,5,0,55987.376753489174,16,515588230082
11.483750343322754,0.002066267654299736,5,0,55999.376201502484,16,515588230082
11.271607398986816,0.001913504907861352,5,0,56016.381758668686,16,515588230082
11.280162811279297,0.0019173766486346722,5,0,56016.381758668686,16,515588230082
11.585761070251465,0.002199986483901739,5,0,56024.258081881206,16,515588230082
11.825482368469238,0.002504404867067933,5,0,56035.25375819736,16,515588230082
11.762409210205078,0.0022696524392813444,5,0,56035.26455836826,16,515588230082
11.723296165466309,0.002341349609196186,5,0,56035.29308357239,16,515588230082
11.437336921691895,0.002036296296864748,5,0,56036.29242536757,16,515588230082
11.684663772583008,0.002212607068940997,5,0,56036.31131763458,16,515588230082
11.594724655151367,0.002163029508665204,5,0,56036.380417717824,16,515588230082
11.48280143737793,0.0019151536980643868,5,0,56036.39323255751,16,515588230082
11.7887544631958,0.002446519210934639,5,0,56039.25316552056,16,515588230082
11.126132011413574,0.0015657870098948479,5,0,56046.27429016961,16,515588230082
11.206092834472656,0.0015960922464728355,5,0,56086.15887122684,16,515588230082
11.468978881835938,0.0018196864984929562,5,0,56090.129506535,16,515588230082
11.348779678344727,0.001842981087975204,5,0,56093.195346980625,16,515588230082
11.176466941833496,0.0015060920268297195,5,0,56096.154529794054,16,515588230082
11.812518119812012,0.0023834314197301865,5,0,56109.103913021085,16,515588230082
11.321022987365723,0.001717494335025549,5,0,56114.18380608029,16,515588230082
11.294584274291992,0.001687987009063363,5,0,56123.16677547031,16,515588230082
11.297514915466309,0.0017471235478296876,5,0,56125.10464781655,16,515588230082
11.348090171813965,0.0018186499364674091,5,0,56126.0300483836,16,515588230082
11.570832252502441,0.0021529756486415863,5,0,56126.9971812778,16,515588230082
11.326810836791992,0.001945346943102777,5,0,56127.9904800415,16,515588230082
11.213471412658691,0.001790917245671153,5,0,56128.20073269738,16,515588230082
11.228445053100586,0.0016857334412634373,5,0,56130.16515302658,16,515588230082
11.261001586914062,0.0018212567083537579,5,0,56130.99671902127,16,515588230082
11.230350494384766,0.0017413917230442166,5,0,56132.0769209014,16,515588230082
11.352705955505371,0.0017885827692225575,5,0,56135.04518199497,16,515588230082
