# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,asassnID,vartype
#
# Results of Query: Database VVVDR4 06/02/20 22:10
# select viva.vivaID,viva.ra,viva.dec,viva.freqSTR,viva.freqPDM,
# viva.freqLSG,(v.ksMaxMag-v.ksMinMag) as ksAmpl,s.jmhPnt,viva.kFi2,
# viva.faPcorrelation2,CASE WHEN (s.ksAperMag3>0 and s.jAperMag3>0 and 
# s.ksAperMag3<25 and s.jAperMag3<25) THEN (s.ksAperMag3 - 
# 0.686*(s.jAperMag3-s.ksAperMag3)) ELSE -9.9999999e8 END as wesenheit,
# s.jAperMag3,s.ksAperMag3,flagNfreq,flagFbias6,flagFbias7, u.asassnID, 
# u.vartype from vvvVivaCatalogue as viva,vvvVariability as v,vvvSource 
# as s,#userTable as u where v.sourceID=viva.vivaID and v.ksMinMag>0. 
# and v.ksnGoodObs>40 and viva.faPcorrelation2 > 0 and 
# s.sourceID=v.sourceID and v.sourceID=u.sourceID
# Column Headers at start of file AND below
#
# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,asassnID,vartype
        515522202168,    +263.7614268,     -27.4535261,     +29.5022060,     +13.5611651,     +13.5611651,     +0.877004,     +0.514324,      +0.8823530,      +0.7682820,      +9.5365801,    +11.534408,    +10.349457,     4, 12719, 12439,    351929, SR
        515494790327,    +270.1309718,     -27.1816335,      +3.8582711,     +13.9602011,     +22.8533719,     +1.140644,     +0.512435,      +1.0000000,      +0.8500000,      +9.5378513,    +11.587069,    +10.371637,     1,    35,    14,    250019, SR
        515446009207,    +274.6613715,     -24.2871608,     +17.1757003,     +27.5396107,     +16.1079138,     +0.300705,     +0.745866,      +0.6981130,      +0.6736250,     +11.5130520,    +13.144746,    +12.176956,     3,    68,    40,AP28081751, SR
        515634121694,    +266.7962699,     -34.8522283,     +27.6444710,     +19.0379407,     +22.9829122,     +0.461589,     +0.482690,      +0.8000000,      +0.6841640,     +14.5039892,    +15.468591,    +14.896466,     1,    17,     2,    373797, SR
        515438668062,    +264.7245355,     -22.9558556,      +2.0053387,      +2.0054750,      +2.0054750,     +0.529068,     +0.673244,      +0.9024390,      +0.6905560,     +13.1009579,    +14.945888,    +13.851624,     3,   508,   267,AP29281097, SR
        515570653307,    +269.2892447,     -30.1601534,     +15.2186657,     +20.3060560,     +20.3060560,     +1.548856, -9.999995E008,      +1.0000000,      +0.9174230,      +9.5548525,    +10.407899,     +9.901940,     2,    15,     9,    300989, SR
        515526313829,    +270.7530184,     -28.6620317,     +22.1726840,      +0.9973121,     +14.8073100,     +0.595421,     +0.472823,      +1.0000000,      +0.7564740,     +10.9909649,    +12.323421,    +11.533114,     1,  3064,  1064,    288203, SR
        515413504920,    +270.1591343,     -20.7729767,      +5.3696186,      +5.3697546,      +5.3696186,     +0.567802,     +0.375738,      +1.0000000,      +0.6812790,     +11.3549194,    +12.457181,    +11.803408,     5,    10,     1,    310757, SR
        515413504920,    +270.1591343,     -20.7729767,      +5.3696186,      +5.3697546,      +5.3696186,     +0.567802,     +0.375738,      +1.0000000,      +0.6812790,     +11.3549194,    +12.457181,    +11.803408,     5,    10,     1,    295627, SR
        515553539098,    +263.7011780,     -30.1073707,     +15.8714682,     +17.0330632,     +19.0356860,     +0.980685,     +0.394806,      +0.8780490,      +0.6905560,     +10.6992798,    +11.896195,    +11.186281,     2,   946,   481,    661668, SR
        515430128221,    +266.7054150,     -22.3296734,     +29.2787995,     +23.9719496,     +18.1321382,     +0.728506,     +0.336679,      +1.0000000,      +0.9524920,     +10.5578613,    +12.018242,    +11.152061,     1,    14,     7,    438249, SR
        515429720404,    +265.8269162,     -22.5907392,      +1.0058294,      +7.5009400,     +24.8924304,     +1.860365,     +0.016594,      +0.8750000,      +0.8681980,     +10.3800344,    +11.687091,    +10.911850,     1,    26,     3,    438397, SR
        515438051136,    +264.0581326,     -23.4849548,     +28.5967004,      +3.2761242,      +4.2860281,     +1.190290,     +0.212906,      +1.0000000,      +0.9524920,      +9.8313494,    +11.334427,    +10.442922,     1,     3,     1,    441167, SR
        515504304231,    +271.7009218,     -27.7011819,     +21.9931704,     +24.2158352,     +29.9354506,     +0.350889,     +0.263849,      +0.8181820,      +0.7418810,     +10.4272261,    +11.593079,    +10.901588,     2,-24913,-27212,AP28047894, SR
        515504734042,    +272.0623493,     -26.9412194,     +15.4689412,      +1.6427054,     +29.9354894,     +0.406506,     +0.448728,      +1.0000000,      +0.7090990,     +10.4559813,    +12.065236,    +11.110755,     3,-24913,-27220,    496189, SR
        515516748280,    +269.3806402,     -28.3055919,      +4.6510889,     +21.3582690,      +1.0423880,     +1.132807, -9.999995E008,      +1.0000000,      +0.8500000,  -9.9999999E008, -9.999995E008,    +10.264081,     1,     1,     1,    312769, SR
        515526113554,    +270.4021826,     -28.8958691,     +10.2667968,      +6.0372859,      +8.0404618,     +0.530004,     +0.636615,      +0.7674420,      +0.6872490,     +10.1052904,    +12.002960,    +10.877415,     2,     8,     2,    632191, SR
        515526202516,    +270.3061334,     -28.6720799,      +0.4474732,      +0.8948544,      +0.8948544,     +0.329810,     +0.526251,      +0.7111110,      +0.6448680,     +13.7011442,    +15.306676,    +14.354404,     3,     1,     1,    629934, SR
        515526506399,    +270.9836668,     -28.3648476,      +0.0936547,      +0.0936547,      +0.0936547,     +0.121520,     +0.697215,      +0.8720000,      +0.6069210,     +11.2609167,    +12.974185,    +11.958012,     5,     1,     1,    497249, SR
        515535707650,    +271.5034996,     -29.0796523,     +12.5489498,     +12.5491291,     +12.5491291,     +0.672993,     +0.385894,      +0.9166670,      +0.8098080,     +10.9821224,    +12.381706,    +11.551585,     3,     7,     2,    309205, SR
        515591396974,    +267.9901434,     -32.0352055,      +0.1052140,      +0.1052140,      +0.1052140,     +0.227585,     +0.671806,      +1.0000000,      +0.6841640,     +10.8685169,    +12.585812,    +11.567250,     5,     1,     1,    233924, SR
        515591396974,    +267.9901434,     -32.0352055,      +0.1052140,      +0.1052140,      +0.1052140,     +0.227585,     +0.671806,      +1.0000000,      +0.6841640,     +10.8685169,    +12.585812,    +11.567250,     5,     1,     1,    373487, SR
        515600202512,    +269.9256272,     -32.5663206,     +28.0906502,      +0.4560907,      +1.4589034,     +1.062798,     +0.000882,      +1.0000000,      +0.9524920,     +10.3759193,    +11.153726,    +10.692393,     1,     2,     1,    334775, SR
        515610842771,    +266.8972977,     -33.7069307,      +0.1413070,      +0.1413070,      +0.1413070,     +0.504550,     +0.607533,      +1.0000000,      +0.6826980,     +11.6428719,    +12.842516,    +12.130983,     5,     1,     1,    380081, SR
        515659196009,    +266.4312203,     -36.4434800,      +4.4926388,      +4.4926388,      +4.4926388,     +0.349770,     +0.346057,      +0.9622640,      +0.6736250,     +12.5068684,    +13.332032,    +12.842611,     5,     3,     1,    491894,  M
        515526277284,    +270.3818249,     -28.5551778,      +8.9402666,     +11.4959360,     +28.8300415,     +1.344939,     +0.156209,      +0.8421050,      +0.6959990,     +10.6104736,    +11.690454,    +11.049896,     2,   364,    64,    308296, SR
        515526248340,    +270.4842284,     -28.6658010,     +12.9009335,      +3.7658243,     +14.8073065,     +0.749583,     +0.379030,      +0.8750000,      +0.7750000,     +10.1465769,    +11.401648,    +10.657241,     3,  3063,  1063,    288201, SR
        515642451390,    +267.4482595,     -35.0941806,      +7.2031238,     +29.1106198,     +29.1106198,     +0.387930, -9.999995E008,      +0.8571430,      +0.7905350,     +10.7693853,    +12.425166,    +11.443090,     2,   175,    89,    365820,  M
        515630886832,    +269.4546946,     -34.0714428,      +1.0000381,      +1.4949553,     +28.6341046,     +0.477761,     +0.492904,      +1.0000000,      +0.8681980,     +10.4148703,    +11.785305,    +10.972473,     2,    55,    28,    327315, SR
        515610145073,    +270.5494943,     -32.5928478,     +19.2075576,      +2.0057758,      +2.0057758,     +0.511266,     +0.608544,      +0.7333330,      +0.6661900,     +12.4348764,    +13.750690,    +12.970255,     2,   331,   278,AP27809007, SR
        515588477330,    +271.9617639,     -32.1941033,     +26.0029791,     +19.8951824,     +19.8950240,     +0.568324,     +0.424789,      +1.0000000,      +0.8901680,     +11.0493069,    +12.028238,    +11.447615,     2,    21,     5,    331611, SR
        515557592283,    +270.6186359,     -30.6500560,     +10.8578367,     +10.2529267,      +2.2776459,     +0.952731,     +0.399779,      +1.0000000,      +0.9174230,     +10.0931454,    +11.214171,    +10.549269,     1,    19,     2,    317425, SR
        515526059085,    +270.3194483,     -28.9670662,     +10.1952377,     +27.5892220,     +19.0116614,     +1.619130,     +0.156944,      +0.9000000,      +0.8346050,      +9.5493956,    +10.858770,    +10.082154,     2,    21,     4,    289898, SR
        515488797282,    +266.3529242,     -26.6541947,     +11.7554005,     +11.7551584,     +18.7700585,     +0.729827,     +0.559508,      +1.0000000,      +0.9174230,      +9.6662807,    +11.660146,    +10.477545,     1,    33,     1,    250974, SR
        515413595096,    +269.9525587,     -20.4323092,      +6.5483129,     +11.7302120,     +27.1927780,     +1.064450,     +0.130811,      +1.0000000,      +0.9174230,      +9.5903568,    +10.860837,    +10.107290,     1,   416,    77,AP28223172, SR
        515909207392,    +201.0120710,     -63.5776952,     +12.8141389,     +20.7464496,     +19.7229387,     +0.797651,     +0.047537,      +0.9677420,      +0.7116450,     +10.4368629,    +12.240680,    +11.170800,     2,    25,    15,    401282, SR
        515658850602,    +266.7058504,     -37.1612621,     +21.6961001,      +5.4986140,      +5.4986140,     +0.715280,     +0.381180,      +1.0000000,      +0.8500000,     +10.4777870,    +11.507456,    +10.896739,     3,    64,    15,    286795, SR
        515642128188,    +267.3093706,     -35.5908027,      +7.9060444,      +3.7011673,     +24.2378897,     +1.390269, -9.999995E008,      +1.0000000,      +0.9524920,      +9.9451942,    +10.798450,    +10.292367,     1,    87,    13,    369558, SR
        515609032892,    +270.0566195,     -33.8034862,     +24.9492745,     +14.9600286,     +27.0449085,     +0.784066,     +0.430843,      +1.0000000,      +0.8346050,      +9.9101858,    +11.243787,    +10.452802,     4,    57,    12,    334720, SR
        515570426942,    +269.4574221,     -30.7209871,     +19.5856778,      +4.9172208,     +27.6944574,     +1.293554,     +0.291175,      +1.0000000,      +0.9524920,     +10.2273998,    +11.265938,    +10.649960,     1,  1731,   595,    321142, SR
        515538881859,    +268.7300770,     -29.4308954,     +26.3999669,     +24.1127969,     +18.6790448,     +1.203445,     +0.521372,      +0.7931030,      +0.7171260,     +10.3449039,    +11.896659,    +10.976282,     1,   122,    53,    627101, SR
        515526319165,    +270.2955368,     -28.4285943,     +20.4776985,      +2.9998726,     +22.7512345,     +1.427605,     +0.278847,      +0.8611110,      +0.7000000,     +10.9228945,    +11.856435,    +11.302733,     1,   216,    35,    315820, SR
        515466197484,    +267.7080285,     -25.2126986,     +16.8894478,     +11.7608064,     +27.0287970,     +0.563291,     +0.853837,      +1.0000000,      +0.9524920,     +10.1710854,    +12.593393,    +11.156674,     2,    32,    10,AP28121491, SR
        515460209966,    +273.3439953,     -24.8425980,      +0.1428959,      +0.1430981,      +0.1428959,     +0.397169,     +0.577961,      +0.9523810,      +0.6888730,     +11.3242693,    +12.464520,    +11.788215,     5,     1,     1,    228580, SR
        515526129540,    +270.4650508,     -28.8954334,      +1.0033318,     +17.7804547,      +0.7597726,     +1.537111,     +0.232522,      +1.0000000,      +0.8681980,      +9.7023392,    +10.986954,    +10.225023,     1,     1,     1,    303453, SR
        515526339203,    +270.4644085,     -28.4676263,      +1.3642189,     +26.2731487,      +0.6402670,     +1.500092,     +0.234376,      +0.7586210,      +0.7171260,     +10.6912718,    +11.752899,    +11.123227,     2,     3,     1,    294119, SR
        515526374389,    +270.4403633,     -28.3798199,     +19.6360454,      +4.3850557,      +4.3850557,     +0.276316,     +0.257637,      +0.7142860,      +0.6443460,     +14.2403088,    +15.098088,    +14.589322,     2,     1,     1,    309590, SR
        515590954624,    +268.1920721,     -32.8843122,      +0.0417235,      +0.0412506,      +0.0414870,     +0.506454,     +0.626740,      +1.0000000,      +0.9524920,     +10.1868200,    +11.608715,    +10.765361,     3,     1,     1,    372618, SR
        515620679434,    +276.0556490,     -33.2243192,      +3.6937774,     +16.1713882,     +16.1713882,     +0.238090,     +0.211508,      +0.8750000,      +0.7750000,     +10.2073278,    +11.261964,    +10.636438,     3,     9,     2,AP27843677, SR
        515648113666,    +271.8802874,     -35.9822028,      +1.4760850,      +1.4759502,      +1.4759502,     +0.283002,     +0.186329,      +0.9069770,      +0.6872490,     +13.6925430,    +14.065816,    +13.844420,     5,     1,     1,    228476, SR
        515549022041,    +269.9821898,     -28.8516439,      +0.0931933,     +10.5390393,     +10.6074606,     +0.743010,     +0.249944,      +0.8095240,      +0.7463960,      +9.7607450,    +10.937864,    +10.239692,     3,    67,     1,    292649, SR
        515526282388,    +270.6621922,     -28.6832201,     +28.7445514,      +0.9973456,      +3.0004668,     +1.394124,     +0.269020,      +0.8297870,      +0.6812790,     +10.8322058,    +11.889400,    +11.262357,     1,    34,     5,    315767, SR
        515570379903,    +269.4466387,     -30.8206250,     +12.2443116,     +25.7465907,     +23.9330564,     +0.382772,     +0.815690,      +0.9166670,      +0.8098080,     +10.4263048,    +12.137618,    +11.122604,     4,   306,   238,    321768, SR
        515570379903,    +269.4466387,     -30.8206250,     +12.2443116,     +25.7465907,     +23.9330564,     +0.382772,     +0.815690,      +0.9166670,      +0.8098080,     +10.4263048,    +12.137618,    +11.122604,     4,   306,   238,    302728, SR
        515535624615,    +271.3856149,     -29.1515614,      +7.5072774,      +5.4744028,     +29.3362477,     +0.789308,     +0.348851,      +0.9000000,      +0.8346050,     +10.9510536,    +12.316166,    +11.506491,     1,   326,    27,    313163, SR
        515535538202,    +271.4806843,     -29.3350598,      +2.0031663,      +3.0057203,     +18.6822201,     +1.316584,     +0.243797,      +0.9285710,      +0.7200840,      +9.7704363,    +11.209955,    +10.356148,     2,    46,    22,    311699, SR
        515527632147,    +267.9596064,     -29.1596029,     +28.9266150,     +14.8402532,      +6.0446929,     +0.829545,     +0.598525,      +1.0000000,      +0.8901680,      +9.6834068,    +11.824412,    +10.554540,     2,    22,     3,    236836, SR
        515526639784,    +271.2070415,     -28.1738487,     +13.0056403,      +8.9402457,     +15.8076961,     +0.704894,     +0.320799,      +0.9523810,      +0.7463960,     +10.3239517,    +11.611416,    +10.847796,     1,  9828,   155,    501016, SR
        515526399140,    +270.6124887,     -28.4144268,     +24.9106848,     +29.7465441,      +0.6400059,     +1.688204,     +0.202954,      +0.7500000,      +0.7200840,     +10.5847549,    +11.622368,    +11.006939,     1,    20,     1,    498036, SR
        515526399140,    +270.6124887,     -28.4144268,     +24.9106848,     +29.7465441,      +0.6400059,     +1.688204,     +0.202954,      +0.7500000,      +0.7200840,     +10.5847549,    +11.622368,    +11.006939,     1,    20,     1,    301095, SR
        515504584702,    +271.9302950,     -27.2164925,     +17.5592194,      +9.0098936,      +3.9200979,     +1.094790,     +0.284811,      +1.0000000,      +0.8901680,      +9.9025335,    +11.595639,    +10.591425,     1,    37,     3,    219251, SR
        515559013554,    +267.6164662,     -30.8845248,      +5.8383801,      +5.2169291,      +5.8385907,     +1.422006,     +0.432533,      +1.0000000,      +0.7750000,      +9.5432415,    +11.219254,    +10.225178,     3,    19,     3,    512492, SR
        515559013554,    +267.6164662,     -30.8845248,      +5.8383801,      +5.2169291,      +5.8385907,     +1.422006,     +0.432533,      +1.0000000,      +0.7750000,      +9.5432415,    +11.219254,    +10.225178,     3,    19,     3,    381733, SR
        515482837921,    +272.8885781,     -26.2112104,     +17.1922012,      +6.5548896,     +24.1838870,     +0.756935,     +0.348700,      +1.0000000,      +0.9524920,     +10.3086386,    +11.746790,    +10.893794,     3,   169,   150,    224139, SR
        515533280765,    +279.5848742,     -28.9792984,      +3.8155784,      +4.9422678,     +10.4468286,     +0.656419,     +0.303282,      +0.8750000,      +0.8681980,     +10.3010693,    +11.720400,    +10.878567,     2,    30,    17,AP27872473, SR
        515526386261,    +270.4145825,     -28.3439689,      +2.5953725,     +29.2548568,     +21.2578782,     +0.974220,     +0.318672,      +0.8846150,      +0.7265050,     +10.8379278,    +12.085464,    +11.345526,     1,   109,    36,    294859, SR
        515526386261,    +270.4145825,     -28.3439689,      +2.5953725,     +29.2548568,     +21.2578782,     +0.974220,     +0.318672,      +0.8846150,      +0.7265050,     +10.8379278,    +12.085464,    +11.345526,     1,   109,    36,    498167, SR
        515516919272,    +269.5318369,     -28.0342890,      +8.9508719,     +13.9533605,     +14.8076186,     +0.907609,     +0.312522,      +0.8640000,      +0.6304980,     +10.6096144,    +12.165579,    +11.242705,     2,  5704,   110,    619092, SR
        515458686681,    +263.9378044,     -24.6829300,     +16.4482915,      +0.8494967,      +0.8493586,     +0.161875,     +1.055830,      +0.6909090,      +0.6713560,     +11.0733080,    +13.609735,    +12.105330,     2,    19,    19,AP29146801, SR
        515528273423,    +268.2538846,     -28.3988236,     +17.0310886,      +8.8486495,      +8.8486495,     +0.650853, -9.999995E008,      +0.8888890,      +0.8500000,  -9.9999999E008, -9.999995E008,    +10.806047,     4,    17,     3,    239662, SR
        515457429918,    +266.7832178,     -24.1677447,     +20.2339409,     +23.6761260,     +10.0703860,     +2.069257,     +0.248152,      +0.8461540,      +0.7996150,     +10.1166077,    +11.519791,    +10.687535,     2,    10,     1,AP28153251, SR
        515436315536,    +266.7452029,     -23.5673472,     +23.0442348,      +4.5024805,      +3.7234850,     +1.784639, -9.999995E008,      +0.8333330,      +0.7621320,      +9.5446625,    +11.039072,    +10.152708,     1,    40,     1,    443900, SR
        515436232511,    +266.4562890,     -23.5671721,     +13.2015788,     +13.2658607,     +11.7478088,     +1.061713,     +0.321572,      +1.0000000,      +0.8346050,     +10.3049374,    +11.865786,    +10.940016,     1,     9,     5,    439206, SR
        515476071041,    +275.9452965,     -25.6723480,      +0.0281672,      +0.0281672,      +0.0281672,     +0.970279,     +0.333991,      +0.9130430,      +0.7376630,     +11.5565319,    +12.026972,    +11.747945,     5,     1,     1,    396108,RVA
        515504214535,    +271.3642130,     -27.7290447,      +0.0410379,      +0.0410379,      +0.0410379,     +1.052785,     +0.190255,      +0.9545450,      +0.7418810,     +10.3808422,    +11.513576,    +10.841729,     4,     1,     1,    225634,RVA
        515526075603,    +270.0699470,     -28.8108555,     +15.1864869,     +28.8711701,      +2.0421796,     +0.632915, -9.999995E008,      +1.0000000,      +0.9174230,  -9.9999999E008, -9.999995E008,    +11.144314,     1,     2,     1,    498145, SR
        515526075603,    +270.0699470,     -28.8108555,     +15.1864869,     +28.8711701,      +2.0421796,     +0.632915, -9.999995E008,      +1.0000000,      +0.9174230,  -9.9999999E008, -9.999995E008,    +11.144314,     1,     2,     1,    332640, SR
        515539459178,    +269.1603400,     -28.5581137,      +0.0885433,      +0.0884067,      +0.0885433,     +0.438658,     +0.419271,      +1.0000000,      +0.7463960,     +10.7136421,    +11.999667,    +11.236900,     4,     1,     1,    310567, SR
        515558223274,    +271.1282478,     -29.9183928,     +15.0724487,     +26.5229910,      +9.9905379,     +0.291899,     +0.677619,      +0.7777780,      +0.7621320,     +11.0380554,    +12.656913,    +11.696736,     1,     7,     1,    315576, SR
        515579426245,    +270.4431357,     -30.8719185,      +0.0718448,     +24.7527506,      +0.8214518,     +0.466285,     +0.625903,      +1.0000000,      +0.8681980,      +9.9041910,    +11.442133,    +10.529949,     1,     1,     1,    500372, SR
        515597423181,    +272.3509259,     -32.1526257,      +0.4915860,      +0.9832942,      +0.0193954,     +0.074511,     +0.678947,      +0.7291670,      +0.6799040,     +11.9147692,    +13.415176,    +12.525255,     1,     2,     2,    328453, SR
        515650121550,    +268.3828214,     -35.6831747,     +28.1426398,     +25.1163343,      +0.2709443,     +1.630133,     -0.161748,      +1.0000000,      +0.9524920,     +10.5531101,    +11.390931,    +10.894003,     1,     1,     1,    329224, SR
        515580931637,    +267.1651041,     -30.8322310,     +20.7179499,      +4.2197634,      +4.2197634,     +0.710154,     +0.791081,      +1.0000000,      +0.8901680,      +9.1620836,    +11.693562,    +10.192092,     3,    62,     3,    512555, SR
        515526534536,    +271.1644673,     -28.3882821,     +24.4885271,     +29.2147809,     +29.2145546,     +1.253802,     +0.275509,      +1.0000000,      +0.9524920,     +10.1279545,    +11.370587,    +10.633557,     2,    25,     8,    308323, SR
        515526383150,    +270.6006146,     -28.4416112,      +9.9642123,      +6.4768572,     +24.0793158,     +1.616605,     +0.203226,      +0.8333330,      +0.7000000,     +10.7338800,    +11.690544,    +11.123128,     3,  1285,   394,    294618, SR
        515526248098,    +270.4566920,     -28.6524039,     +13.0406964,     +23.8092340,     +26.8226771,     +0.731500,     +0.406083,      +0.9545450,      +0.7418810,     +10.1468821,    +11.552175,    +10.718668,     4,   643,   431,    315188, SR
        515668186353,    +267.4583834,     -37.0823420,     +18.9026237,     +11.5715640,     +24.1462456,     +1.034866,     +0.225772,      +1.0000000,      +0.9524920,     +10.5836191,    +11.803226,    +11.079853,     3,    46,     4,    282093, SR
        515642766779,    +267.6356378,     -34.6350589,      +1.1732681,      +7.3016271,     +20.9056417,     +1.211415, -9.999995E008,      +0.9000000,      +0.7512460,      +9.8600264,    +10.897601,    +10.282195,     1,    75,    52,    558345, SR
        515597390290,    +272.2565646,     -32.1677830,     +10.5372469,     +28.7133549,     +27.0584456,     +0.688146,     +0.232893,      +1.0000000,      +0.8681980,     +10.3111963,    +11.466216,    +10.781151,     4,    27,     5,    333502, SR
        515558126170,    +270.9554703,     -29.9819505,      +1.2774653,     +19.4084959,      +8.8603484,     +0.297889,     +0.758779,      +1.0000000,      +0.8213600,     +10.7657604,    +12.452042,    +11.451875,     2,    87,     7,    498449, SR
        515543888087,    +262.2758673,     -29.3986640,     +27.4882527,     +28.6021469,     +11.4237856,     +1.470634,     +0.294445,      +1.0000000,      +0.8098080,     +10.4261885,    +11.755284,    +10.966971,     1,   184,    80,    388002, SR
        515516725921,    +269.7372539,     -28.5297609,     +13.6296647,      +0.2618704,     +28.2507602,     +0.588356,     +0.360810,      +1.0000000,      +0.9524920,     +10.0523367,    +11.645118,    +10.700408,     3,    73,    33,    321467, SR
        515457573413,    +266.5762679,     -23.7360330,     +23.6511245,     +16.6907392,     +16.8759424,     +0.187648,     +0.672043,      +0.8333330,      +0.6799040,     +12.1210604,    +13.625605,    +12.733230,     2,  1055,   684,AP28160109, SR
        515557735132,    +270.8423595,     -30.5284309,      +9.0753974,     +10.1275811,      +5.2559766,     +0.950110,     +0.321009,      +1.0000000,      +0.9524920,     +10.0476465,    +11.151422,    +10.496751,     2,    67,     3,    498735, SR
        515545701513,    +273.2410717,     -29.3045321,     +13.2660926,      +1.5717731,     +27.1492947,     +2.403679,     +0.138879,      +1.0000000,      +0.9174230,      +9.9415102,    +11.265882,    +10.480370,     4,    22,     2,    562235, SR
        515526541751,    +271.0837662,     -28.3328400,     +16.8057793,     +17.3170259,      +2.0454303,     +0.841032,     +0.190898,      +1.0000000,      +0.8213600,     +10.4404821,    +11.450735,    +10.851534,     1,  1189,     4,    492488, SR
        515526541751,    +271.0837662,     -28.3328400,     +16.8057793,     +17.3170259,      +2.0454303,     +0.841032,     +0.190898,      +1.0000000,      +0.8213600,     +10.4404821,    +11.450735,    +10.851534,     1,  1189,     4,    555765, SR
        515633220050,    +266.6081085,     -35.4076651,     +14.7083638,     +29.0925802,     +14.7058073,     +1.517277,     +0.123973,      +0.8823530,      +0.7682820,     +10.3320704,    +11.489274,    +10.802914,     4,    15,     8,    379580, SR
        515558094802,    +270.9666289,     -30.0339660,      +8.6020046,     +16.0945677,     +25.2896221,     +0.453538,     +0.501134,      +1.0000000,      +0.8346050,     +10.8976908,    +11.992479,    +11.343139,     2,   115,    47,    300123, SR
        515529151686,    +267.7499060,     -28.6479600,     +26.6355180,      +5.0136253,      +5.0137614,     +0.407372, -9.999995E008,      +0.7209300,      +0.6872490,  -9.9999999E008, -9.999995E008,    +15.239840,     3,  3995,  1513,    234202, SR
        515565953827,    +261.9504856,     -29.7947600,     +19.8719115,      +6.5444117,     +19.8010362,     +0.723473,     +0.445868,      +1.0000000,      +0.9524920,      +9.4994755,    +11.359853,    +10.256426,     2,    38,     9,    519886, SR
        515555588359,    +260.9786542,     -29.1055218,      +0.9986303,      +3.6570293,      +2.6544131,     +0.713623,     +0.417984,      +0.9444440,      +0.7621320,      +9.6960878,    +11.448515,    +10.409116,     1,    32,     1,    387195, SR
        515555588359,    +260.9786542,     -29.1055218,      +0.9986303,      +3.6570293,      +2.6544131,     +0.713623,     +0.417984,      +0.9444440,      +0.7621320,      +9.6960878,    +11.448515,    +10.409116,     1,    32,     1,    367462, SR
        515436988953,    +267.0791724,     -22.4733639,      +1.0915657,     +15.0947415,     +15.0947415,     +0.599818,     +0.413532,      +1.0000000,      +0.7418810,      +9.8030796,    +11.341350,    +10.428971,     2,  3728,  2735,    439506, SR
        515421782239,    +265.3571636,     -21.9539511,      +2.0127045,     +28.2683268,     +28.2683268,     +0.602470,     +0.428238,      +1.0000000,      +0.8681980,     +10.4332247,    +11.909607,    +11.033936,     3,    34,    18,AP29294579, SR
        515419637860,    +268.0611927,     -22.5873737,      +0.9165771,     +17.0303232,     +17.0305071,     +0.689272,     +0.613498,      +1.0000000,      +0.9524920,     +10.1487541,    +12.187383,    +10.978231,     2,   116,    33,    435621, SR
        515436492558,    +266.9151716,     -23.3470952,     +22.8704557,      +0.0854526,      +1.0882200,     +1.548472,     +0.344355,      +1.0000000,      +0.8681980,     +10.8795481,    +11.984746,    +11.329231,     1,     2,     1,    502305, SR
        515504759222,    +271.6975142,     -26.7075348,      +2.3581419,      +3.7133556,      +3.7133556,     +0.241550,     +0.226077,      +0.7200000,      +0.6539230,     +14.7356987,    +15.218752,    +14.932243,     4,     1,     1,    506480, SR
        515504897617,    +271.6480591,     -26.3506177,      +0.4142062,      +0.4142062,      +0.4142062,     +0.268268,     +0.551606,      +0.9347830,      +0.6438310,     +11.2575989,    +12.671412,    +11.832851,     5,     1,     1,    215093, SR
        515516824474,    +269.4087694,     -28.1733263,     +17.4225281,      +3.5142767,      +3.5142767,     +1.095763,     +0.407155,      +0.8000000,      +0.7823790,      +9.7447186,    +11.450489,    +10.438763,     2,     1,     1,    249167, SR
        515526407451,    +270.7867350,     -28.4834448,     +21.8056592,     +11.0024776,     +11.0024776,     +2.701609,     +0.457931,      +0.8400000,      +0.7300000,     +10.5181074,    +11.861433,    +11.064680,     3,     9,     3,    316439, SR
        515526553485,    +270.8380254,     -28.1869332,      +7.5311182,     +21.1520539,      +3.6449004,     +0.153085,     +0.701538,      +0.7397260,      +0.6553370,     +11.1461630,    +12.780876,    +11.811296,     2,     5,     1,    555854, SR
        515588522912,    +271.9791546,     -32.1423816,      +0.2652683,     +21.7992210,     +12.1417474,     +0.312915,     +0.642282,      +0.8055560,      +0.7000000,     +11.1992865,    +12.524021,    +11.738295,     1,     4,     2,    312802, SR
        515588861754,    +271.2796079,     -31.3434496,     +16.2726057,      +2.7360474,      +2.7197501,     +2.041913,     +0.076490,      +0.9230770,      +0.7996150,      +9.8040876,    +10.829824,    +10.221439,     2,     2,     1,    556935, SR
        515597182806,    +272.1925970,     -32.5025272,      +7.0797976,      +5.2796515,      +7.9493640,     +0.616468,     +0.271913,      +1.0000000,      +0.8500000,     +10.9538145,    +12.055790,    +11.402186,     1,     3,     1,    333956, SR
        515599750240,    +269.0013850,     -33.1787755,     +14.9235886,      +0.0420072,      +0.9575064,     +1.187890,     +0.240699,      +1.0000000,      +0.7823790,     +10.4863482,    +11.320791,    +10.825867,     1,     1,     1,    326049,RVA
