# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,asassnID,vartype
#
# Results of Query: Database VVVDR4 06/02/20 22:10
# select viva.vivaID,viva.ra,viva.dec,viva.freqSTR,viva.freqPDM,
# viva.freqLSG,(v.ksMaxMag-v.ksMinMag) as ksAmpl,s.jmhPnt,viva.kFi2,
# viva.faPcorrelation2,CASE WHEN (s.ksAperMag3>0 and s.jAperMag3>0 and 
# s.ksAperMag3<25 and s.jAperMag3<25) THEN (s.ksAperMag3 - 
# 0.686*(s.jAperMag3-s.ksAperMag3)) ELSE -9.9999999e8 END as wesenheit,
# s.jAperMag3,s.ksAperMag3,flagNfreq,flagFbias6,flagFbias7, u.asassnID, 
# u.vartype from vvvVivaCatalogue as viva,vvvVariability as v,vvvSource 
# as s,#userTable as u where v.sourceID=viva.vivaID and v.ksMinMag>0. 
# and v.ksnGoodObs>40 and viva.faPcorrelation2 > 0 and 
# s.sourceID=v.sourceID and v.sourceID=u.sourceID
# Column Headers at start of file AND below
#
# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,asassnID,vartype
        515421876898,    +265.6512753,     -21.9759283,     +26.7461847,     +16.0998918,     +11.7584447,     +0.370852,     +0.669748,      +0.9375000,      +0.7750000,     +10.6660395,    +12.483870,    +11.405679,     2,    46,    15,AP29294170, SR
        515419550336,    +267.7384297,     -22.5273546,     +24.8485285,      +3.5234597,      +0.4950792,     +0.623868,     +0.562071,      +0.9047620,      +0.7463960,     +10.0532160,    +11.981114,    +10.837640,     1,     2,     1,    443715, SR
        515419550336,    +267.7384297,     -22.5273546,     +24.8485285,      +3.5234597,      +0.4950792,     +0.623868,     +0.562071,      +0.9047620,      +0.7463960,     +10.0532160,    +11.981114,    +10.837640,     1,     2,     1,    238648, SR
        515464470293,    +269.8092964,     -24.6779952,      +1.1172480,      +1.1172480,      +2.2342967,     +0.603321,     +0.060704,      +0.9545450,      +0.7418810,     +11.6119699,    +12.073876,    +11.799911,     5,     1,     1,    328578, SR
        515526463399,    +270.5149626,     -28.2286077,      +0.0038974,      +0.0203099,      +0.9798830,     +0.291408,     +0.791309,      +0.7209300,      +0.6872490,     +10.4429092,    +12.436615,    +11.254108,     1,     1,     1,    297786, SR
        515531883122,    +264.7205836,     -28.2261021,      +0.0633040,      +0.0633040,      +0.0633040,     +0.831040,     +0.688151,      +1.0000000,      +0.7300000,     +10.3213320,    +12.548829,    +11.227656,     4,     1,     1,    611943, SR
        515559556636,    +268.1384271,     -30.1956003,      +0.0273615,      +0.0274976,      +0.0273615,     +0.175699,     +0.861830,      +0.8205130,      +0.6941150,     +10.8526945,    +12.794666,    +11.642844,     3,     1,     1,    232524, SR
        515559556636,    +268.1384271,     -30.1956003,      +0.0273615,      +0.0274976,      +0.0273615,     +0.175699,     +0.861830,      +0.8205130,      +0.6941150,     +10.8526945,    +12.794666,    +11.642844,     3,     1,     1,    232261, SR
        515601367910,    +256.3823066,     -32.8920897,     +13.2646080,      +8.1156609,      +8.1156609,     +1.003742,     +0.156270,      +0.8750000,      +0.8681980,     +11.0156527,    +11.919780,    +11.383524,     2,     6,     1,AP52309545, SR
        515609940586,    +271.0659168,     -33.0905877,     +23.3405665,     +17.9960759,      +3.0729604,     +0.788833,     +0.259880,      +0.9090910,      +0.8213600,     +10.4096804,    +11.627182,    +10.905058,     2,     1,     1,    329678, SR
        515630868285,    +269.9591553,     -34.3378972,      +1.6452208,      +1.6452208,      +1.6452208,     +0.426163,     +0.404866,      +0.9333330,      +0.6661900,     +14.0947304,    +15.085271,    +14.497762,     5,     1,     1,    325472, SR
        515659251235,    +267.0596008,     -36.6501473,      +1.9293980,      +1.9295341,      +1.9295341,     +0.394384,     +0.307652,      +0.9275360,      +0.6583470,     +13.9420948,    +14.913245,    +14.337236,     4,     1,     1,    372801, SR
        515659251235,    +267.0596008,     -36.6501473,      +1.9293980,      +1.9295341,      +1.9295341,     +0.394384,     +0.307652,      +0.9275360,      +0.6583470,     +13.9420948,    +14.913245,    +14.337236,     4,     1,     1,    374422, SR
        515928075977,    +202.5973747,     -64.5625539,      +0.1736512,      +0.1736512,      +0.1736512,     +0.775655,     -0.427502,      +0.9230770,      +0.7265050,     +10.6206312,    +12.449000,    +11.364558,     4,     1,     1,    387695, SR
        515535802966,    +271.4338895,     -28.9010632,      +1.0002677,     +20.5431118,     +15.6892500,     +2.267547,     +0.016180,      +1.0000000,      +0.8901680,     +10.5545301,    +11.685033,    +11.014509,     2,    40,    13,    293897, SR
        515526447201,    +270.6820581,     -28.3452779,      +4.5988784,     +28.5925015,     +28.5925015,     +1.544622,     +0.212603,      +0.7777780,      +0.7621320,     +10.7462645,    +11.810945,    +11.179462,     2,  9291,  7948,    296451, SR
        515437739742,    +263.6764037,     -23.6923887,      +7.0749830,      +5.4419992,     +18.2591325,     +1.435559,     +0.202986,      +0.8888890,      +0.8500000,     +10.0890055,    +11.574218,    +10.693309,     3,   529,   420,    440652, SR
        515906079781,    +204.5400933,     -63.3793733,     +17.9751525,      +8.7234278,     +17.9729076,     +1.227276,     -0.170352,      +1.0000000,      +0.9174230,     +10.0629797,    +11.943472,    +10.828114,     3,    53,    14,    398615, SR
        515659605217,    +266.8717934,     -35.9755268,     +14.3162834,      +8.3012628,      +7.1928154,     +0.581673,     +0.488252,      +1.0000000,      +0.8901680,     +10.3017302,    +11.530697,    +10.801772,     2,    16,     3,    282411, SR
        515630265831,    +269.6753156,     -35.2430459,      +6.2419136,      +8.3657578,     +28.3296017,     +1.489030,     +0.428760,      +0.9000000,      +0.8346050,      +9.7346153,    +11.508691,    +10.456451,     3,    21,     5,    329454, SR
        515621278412,    +268.8164836,     -34.5577302,     +26.9553115,     +15.7836434,     +15.7836434,     +0.318824,     +0.498038,      +0.8750000,      +0.8681980,     +10.4644547,    +11.749637,    +10.987370,     2,    56,    35,AP27777180, SR
        515591718665,    +268.2490202,     -31.6280663,      +5.5892317,     +29.4958342,     +29.4960355,     +1.343672,     +0.074082,      +1.0000000,      +0.9524920,      +9.5515642,    +10.494787,     +9.935343,     4,    74,    14,    232651, SR
        515591241225,    +267.8876735,     -32.2439124,     +13.2545484,     +16.9191705,     +16.9193554,     +1.397297,     +0.188444,      +1.0000000,      +0.8901680,     +10.7357283,    +11.667302,    +11.114767,     2,    28,     5,    378552, SR
        515591241225,    +267.8876735,     -32.2439124,     +13.2545484,     +16.9191705,     +16.9193554,     +1.397297,     +0.188444,      +1.0000000,      +0.8901680,     +10.7357283,    +11.667302,    +11.114767,     2,    28,     5,    238091, SR
        515590988986,    +267.8976420,     -32.6846893,     +14.3537622,      +1.2482078,      +1.2482078,     +1.031191,     +0.517675,      +0.9047620,      +0.7463960,     +10.2361317,    +11.297133,    +10.667832,     2,    18,     2,    375470, SR
        515590976061,    +267.8556759,     -32.6818950,      +1.0033393,     +28.5192087,     +26.6002032,     +1.556720,     +0.158305,      +0.9375000,      +0.7750000,      +9.9031868,    +10.722200,    +10.236427,     3,    30,     5,    558092, SR
        515559912145,    +268.1904615,     -29.6532520,      +3.3763834,     +27.5430054,     +10.2889058,     +0.840373,     +0.116117,      +1.0000000,      +0.9174230,      +9.6227694,    +10.640866,    +10.037013,     2,    92,    45,    239415, SR
        515559633671,    +268.2335238,     -30.1032450,     +22.6969703,      +3.7089838,      +5.4663476,     +0.898340,     +0.361920,      +0.8750000,      +0.8681980,     +10.5297308,    +11.635855,    +10.979791,     1,    14,     6,    233783, SR
        515535439640,    +271.8286061,     -29.6510213,      +1.0028937,      +3.0054908,      +3.0056297,     +0.682278,     +0.356552,      +1.0000000,      +0.8346050,     +10.2183485,    +11.578377,    +10.771717,     2,  1785,  1330,    506711, SR
        515527155377,    +270.9615863,     -28.1440628,     +18.9792425,      +0.9967135,      +1.0063002,     +0.173296,     +0.551123,      +0.8166670,      +0.6661900,     +11.6230183,    +12.947066,    +12.161747,     2,    57,    36,AP28047989, SR
        515526324810,    +270.6634671,     -28.5949482,     +13.7347636,      +0.9968847,      +2.9996815,     +1.387488,     +0.243803,      +0.8750000,      +0.7750000,     +10.6142349,    +11.842270,    +11.113898,     1,    18,     5,    499976, SR
        515526303129,    +270.5563813,     -28.5874023,      +7.5025666,     +15.8067420,     +28.8248437,     +1.415653,     +0.241915,      +0.8437500,      +0.7090990,     +11.0496178,    +12.086588,    +11.471540,     2,   343,   103,    288777, SR
        515517113516,    +269.7309628,     -27.7009185,      +6.6851888,      +6.0458973,      +6.0458973,     +0.632422,     +0.385550,      +0.8666670,      +0.7823790,     +10.5109444,    +12.098154,    +11.156749,     3,    12,     3,    250026, SR
        515516698587,    +269.6630741,     -28.5452641,     +26.2774486,     +11.0353364,     +11.0353364,     +0.502297,     +0.459316,      +0.9500000,      +0.7512460,     +10.0973654,    +11.760763,    +10.774169,     2,   196,   109,    300546, SR
        515494937098,    +270.2319485,     -26.9547815,     +25.5031179,      +6.4224734,     +27.8996374,     +0.974178,     +0.479265,      +0.8636360,      +0.7418810,      +9.5017138,    +11.503803,    +10.316324,     3,   166,    67,    253310, SR
        515633366660,    +266.0850205,     -34.8531155,     +26.3183926,     +23.9416235,     +23.9411605,     +0.517465,     +0.566911,      +1.0000000,      +0.8681980,     +11.0248785,    +12.655819,    +11.688476,     4,   361,    73,AP27788490, SR
        515597676792,    +273.1548190,     -32.0729397,     +27.1661833,     +13.3443778,     +29.6870458,     +0.176945,     +0.651807,      +0.7500000,      +0.6799040,     +11.7791500,    +13.257907,    +12.380827,     2,    23,     3,    330181, SR
        515504865195,    +271.6309351,     -26.4188268,     +28.1030272,     +19.4783719,     +13.1022026,     +0.186803,     +0.588015,      +0.7708330,      +0.6799040,      +9.9495907,    +11.730772,    +10.674318,     3,    27,     5,    214933, SR
        515504531000,    +271.2321200,     -26.9899508,     +21.3933463,     +26.8161949,     +10.0819899,     +1.540501,     +0.110437,      +0.7777780,      +0.7621320,     +10.3332338,    +11.690705,    +10.885562,     2,   109,    28,    220950, SR
        515487006163,    +269.6820684,     -26.8326476,     +18.0023261,      +0.7749426,      +1.5498312,     +1.329510,     +0.437021,      +0.8333330,      +0.8098080,      +9.9398584,    +11.821264,    +10.705365,     2,    10,     7,    321578, SR
        515487006163,    +269.6820684,     -26.8326476,     +18.0023261,      +0.7749426,      +1.5498312,     +1.329510,     +0.437021,      +0.8333330,      +0.8098080,      +9.9398584,    +11.821264,    +10.705365,     2,    10,     7,    253413, SR
        515457120479,    +266.0634557,     -24.4930004,      +5.6645397,     +13.0656624,     +23.7979142,     +1.552106,     +0.225348,      +0.8750000,      +0.8681980,     +10.6471462,    +11.865446,    +11.142848,     3,   221,   138,    637071, SR
        515419664308,    +268.1092549,     -22.5854695,     +24.0560009,     +27.6881724,     +15.0946928,     +0.714734,     +0.621207,      +0.9473680,      +0.7564740,     +10.1885872,    +12.192519,    +11.003947,     3,  3623,  1799,    661948, SR
        515526615599,    +270.9709398,     -28.1116857,     +24.7564179,     +12.9502943,     +11.9480259,     +0.648126,     +0.299190,      +1.0000000,      +0.8213600,     +10.7892885,    +11.919071,    +11.248975,     5,    44,     2,    288610, SR
        515517344640,    +269.7990299,     -27.2468199,      +0.0069417,     +12.9773238,     +12.9773238,     +0.691602,     +0.462500,      +1.0000000,      +0.9524920,      +9.5649071,    +11.244754,    +10.248404,     3,   108,    15,    251515, SR
        515554322430,    +263.9404909,     -29.1340428,      +3.9657424,     +26.5261376,      +5.3010666,     +0.217381,     +1.005562,      +1.0000000,      +0.8098080,      +9.1389542,    +11.660804,    +10.165045,     2,  3845,   171,    234571, SR
        515448221981,    +265.5674306,     -23.4167677,     +27.0431897,     +22.6232155,     +22.6233534,     +0.222747,     +0.784750,      +0.9600000,      +0.7300000,     +10.6396275,    +12.704399,    +11.479742,     2,    15,     5,    435437, SR
        515436341485,    +266.8381017,     -23.5760106,     +20.2200279,      +3.2885601,     +27.5862025,     +2.073978,     +0.171778,      +1.0000000,      +0.9524920,      +9.7400532,    +11.219672,    +10.342081,     2,   133,    52,    437797, SR
        515437107407,    +267.2947235,     -22.3323328,      +7.6480166,     +23.8759231,     +15.3243675,     +1.670017,     +0.352352,      +1.0000000,      +0.8500000,      +9.5077505,    +11.187033,    +10.191017,     4,     7,     1,    444021, SR
        515445364269,    +268.6647422,     -23.1278667,      +1.0029826,     +29.5648974,     +12.0794173,     +0.272000,     +0.750236,      +1.0000000,      +0.9524920,     +10.1001740,    +12.564538,    +11.102875,     1,     6,     1,AP28197895, SR
        515457225626,    +266.0857988,     -24.2442260,      +3.5359491,      +2.5328615,      +1.0001667,     +1.558005,     +0.414383,      +0.8750000,      +0.8681980,     +10.5070887,    +12.002627,    +11.115594,     1,     1,     1,    353795, SR
        515504252452,    +271.2874974,     -27.6055743,     +21.8890966,     +18.0604995,      +6.0876180,     +1.895268,     +0.267345,      +0.9000000,      +0.8346050,      +9.5318480,    +11.239202,    +10.226537,     1,     8,     2,    216775, SR
        515504690737,    +271.8245323,     -26.9194113,     +21.2814310,      +1.2699634,      +1.2697608,     +1.283267,     +0.347771,      +0.8750000,      +0.8681980,     +10.4130096,    +11.843844,    +10.995188,     2,     5,     1,    218849, SR
        515526195282,    +270.5964101,     -28.8284740,     +25.7053594,     +23.7779275,      +0.2777204,     +1.409559,     +0.235232,      +1.0000000,      +0.9524920,     +10.1081314,    +11.135743,    +10.526246,     2,     1,     1,    290915, SR
        515532814538,    +278.2957836,     -29.1005423,      +7.4446160,     +17.8919746,      +5.4418571,     +0.850543,     +0.246034,      +1.0000000,      +0.8098080,     +10.7791204,    +12.201469,    +11.357846,     1,     1,     1,    483604, SR
        515539803280,    +268.6687953,     -28.9512316,      +5.4120452,      +4.4094227,      +9.3353745,     +0.158785,     +0.952582,      +0.7567570,      +0.6979590,     +10.7578802,    +12.892717,    +11.626503,     2,     5,     1,    237686, SR
        515549180077,    +269.9471042,     -28.8772799,     +12.6108857,     +11.7358177,      +0.0585650,     +1.869693,     +0.219427,      +1.0000000,      +0.9524920,      +9.6286278,    +10.907657,    +10.149039,     1,     1,     1,    298778, SR
        515549180077,    +269.9471042,     -28.8772799,     +12.6108857,     +11.7358177,      +0.0585650,     +1.869693,     +0.219427,      +1.0000000,      +0.9524920,      +9.6286278,    +10.907657,    +10.149039,     1,     1,     1,    291672, SR
        515557983384,    +270.7853933,     -30.1145118,     +29.8394320,      +5.2560512,      +7.2458011,     +1.758194,     +0.131261,      +1.0000000,      +0.9524920,     +10.7126150,    +11.699187,    +11.114032,     1,     4,     1,    300574, SR
        515558088784,    +271.6550245,     -30.3679147,      +8.9605914,     +16.9225642,      +8.0057930,     +1.343252,     +0.217042,      +1.0000000,      +0.9174230,     +10.9124546,    +11.644310,    +11.210232,     3,     3,     1,    324368,RVA
        515595260425,    +261.5394416,     -32.9088421,     +20.5118534,     +10.4719096,     +10.4716936,     +1.535814,     +0.086235,      +0.8235290,      +0.7682820,      +9.5469761,    +10.855071,    +10.079214,     3,     7,     2,    376624, SR
        515642623774,    +267.7069702,     -34.9284958,      +6.0387913,     +20.9117233,      +4.9187816,     +0.565698, -9.999995E008,      +1.0000000,      +0.7905350,     +11.0586824,    +12.206576,    +11.525738,     1,     9,     5,AP27790960, SR
        515649917157,    +269.0103613,     -36.2434251,      +2.1611461,      +3.1613207,      +2.1612831,     +0.261475,     +0.241096,      +0.9038460,      +0.6748080,     +14.1937723,    +14.726173,    +14.410396,     3,     1,     1,AP51813997, SR
        515923472612,    +178.4837612,     -63.5840855,     +16.4245124,     +26.9611438,     +20.5483968,     +0.569078,     -0.891936,      +0.8888890,      +0.8500000,     +11.3055868,    +11.929214,    +11.559328,     1,     4,     2,    304715, SR
        515642766632,    +267.5299983,     -34.5801208,     +21.4140327,     +14.0663078,     +14.0658929,     +0.851604, -9.999995E008,      +1.0000000,      +0.9524920,      +9.9785013,    +11.026139,    +10.404764,     3,   417,    41,    366219, SR
        515579038046,    +270.2951960,     -31.5843171,     +23.6361601,      +0.0343983,     +18.4133979,     +0.305359, -9.999995E008,      +0.8125000,      +0.7750000,     +10.9630260,    +12.488684,    +11.583786,     1,   896,   845,AP27828934, SR
        515557902205,    +270.6079981,     -30.1600961,      +6.5907454,      +9.2289526,     +26.7177628,     +1.567450,     +0.083447,      +0.8823530,      +0.7682820,     +10.7135696,    +11.492810,    +11.030627,     2,    96,    70,    320479, SR
        515557902205,    +270.6079981,     -30.1600961,      +6.5907454,      +9.2289526,     +26.7177628,     +1.567450,     +0.083447,      +0.8823530,      +0.7682820,     +10.7135696,    +11.492810,    +11.030627,     2,    96,    70,    309640, SR
        515642048090,    +267.6474749,     -35.8910294,      +5.5024055,     +20.5959323,      +7.4751572,     +0.707830, -9.999995E008,      +1.0000000,      +0.8901680,     +10.5164690,    +11.441875,    +10.892999,     1,    47,    20,    282842, SR
        515567400817,    +272.4046881,     -30.6216971,     +25.6093343,      +8.5614898,     +24.7982049,     +0.768740,     +0.291115,      +0.8888890,      +0.8500000,     +10.9120827,    +11.859321,    +11.297495,     2,    82,     3,    305610, SR
        515559627955,    +268.4117592,     -30.2007160,     +27.5818860,     +27.6947376,     +19.0792056,     +0.988790,     +0.252266,      +1.0000000,      +0.9174230,     +10.2836628,    +11.248022,    +10.676042,     1,   195,   154,    234059, SR
        515526486433,    +271.1304420,     -28.4793966,     +18.7523048,     +27.8259888,     +27.8259888,     +1.164824,     +0.344358,      +0.8750000,      +0.8681980,     +10.1147928,    +11.384851,    +10.631555,     2,  2688,  1137,    497433, SR
        515526376617,    +270.7079080,     -28.5093224,     +21.3851595,      +3.0003146,     +25.7460132,     +1.705574,     +0.147324,      +0.8000000,      +0.7300000,     +10.7354174,    +11.548965,    +11.066434,     1,   103,    31,    300277, SR
        515526337754,    +270.4913519,     -28.4837143,     +14.6848189,      +8.5473985,      +8.5476420,     +1.394302,     +0.216825,      +0.7407410,      +0.7232050,     +10.8416109,    +11.819757,    +11.239599,     2,   165,    20,    303123, SR
        515476366083,    +275.3014894,     -24.9482065,     +20.7994097,     +23.7927439,     +29.8297967,     +1.356623,     +0.097694,      +0.9230770,      +0.7996150,      +9.8276329,    +10.775487,    +10.213296,     3,    26,    18,AP27887897, SR
        515436804088,    +267.4427970,     -23.0514144,     +23.3111758,      +2.2445091,     +16.9466927,     +1.073487,     +0.435291,      +1.0000000,      +0.9174230,     +10.1947432,    +11.736912,    +10.822221,     1,    19,    12,    444555, SR
        515615184574,    +263.8947855,     -33.9424415,     +10.4786336,      +7.3171643,     +18.7406282,     +0.781142,     -0.018458,      +1.0000000,      +0.9174230,     +10.6290560,    +10.882213,    +10.732060,     1,   103,     2,    441050, SR
        515578845001,    +270.0373493,     -31.8575537,     +17.9825460,     +23.7718226,     +12.8278833,     +1.140116,     +0.514310,      +1.0000000,      +0.8901680,      +9.9982796,    +11.271453,    +10.516309,     2,    10,     1,    294896, SR
        515570266115,    +269.3405028,     -30.9997308,     +11.3056895,     +27.4446302,     +22.3235892,     +0.611160,     +0.613979,      +1.0000000,      +0.8901680,     +10.3407898,    +11.771553,    +10.922939,     2,   132,   102,AP28072921, SR
        515570266115,    +269.3405028,     -30.9997308,     +11.3056895,     +27.4446302,     +22.3235892,     +0.611160,     +0.613979,      +1.0000000,      +0.8901680,     +10.3407898,    +11.771553,    +10.922939,     2,   132,   102,    305579, SR
        515492624523,    +273.5733472,     -25.6535741,     +27.7447464,     +18.1774632,     +27.7447464,     +1.209735,     +0.384151,      +1.0000000,      +0.9524920,      +9.7132330,    +11.121594,    +10.286267,     4,  3994,   606,    225035, SR
        515457037448,    +266.4100409,     -24.8898071,     +22.2054921,      +0.8977952,      +9.2657000,     +0.130892,     +0.145121,      +0.8500000,      +0.7512460,     +10.9854660,    +11.728876,    +11.287945,     1,    27,    12,    437009, SR
        515437082244,    +267.7584970,     -22.6455010,      +4.2472530,      +1.2383992,     +22.3373407,     +0.658692,     +0.597263,      +1.0000000,      +0.9524920,     +10.3860235,    +12.228807,    +11.135816,     1,   199,     3,    444394, SR
        515554366594,    +264.0800842,     -29.1419759,     +20.4010509,      +6.2640724,     +16.7506769,     +0.918615,     +0.073600,      +0.8750000,      +0.8681980,      +9.4229860,    +10.637582,     +9.917181,     2,    65,    12,    235106, SR
        515504373834,    +271.1880215,     -27.3037797,      +0.0052991,      +1.0103663,      +0.9925150,     +0.138626,     +0.632289,      +0.7802200,      +0.6443460,     +11.8671198,    +13.405748,    +12.493157,     4,     9,     7,    552519, SR
        515521508403,    +263.7211740,     -28.8164819,      +0.4862632,      +1.4887553,      +0.4886544,     +0.984688,     +0.644461,      +1.0000000,      +0.9524920,      +9.9325294,    +12.098536,    +10.813834,     2,     1,     1,AP28020336, SR
        515525385860,    +277.9476003,     -27.5375543,      +0.0072564,      +0.0071239,      +0.0072564,     +0.607708, -9.999995E008,      +0.9722220,      +0.7000000,  -9.9999999E008, -9.999995E008,    +11.034011,     5,     1,     1,    644128, SR
        515542567504,    +259.4866660,     -29.3171965,      +8.2964481,     +14.3476352,     +14.3471844,     +1.477888,     -0.166502,      +0.9000000,      +0.8346050,     +10.8865423,    +11.218230,    +11.021500,     3,     9,     1,    367246, SR
        515548219337,    +269.7405490,     -30.3331439,     +19.9740192,      +1.6140081,      +1.6138720,     +0.092154,     +0.766574,      +0.8600000,      +0.6772790,     +11.3282557,    +13.073274,    +12.038269,     3,     1,     1,    290102, SR
        515549935349,    +267.3566740,     -29.7817638,      +0.0636292,      +0.0634483,      +0.0636292,     +0.719193,     +1.351747,      +1.0000000,      +0.7300000,      +9.8460712,    +13.083423,    +11.163285,     5,     1,     1,    242332, SR
        515612205435,    +274.6809382,     -33.9115666,      +1.9903784,      +1.9905147,      +1.9903784,     +0.307423,     +0.248176,      +0.9777780,      +0.6841640,     +13.8039923,    +14.697506,    +14.167545,     5,     1,     1,AP28080169, SR
        515659744648,    +266.8190761,     -35.7220161,     +19.2892775,     +29.5668693,      +4.8355261,     +2.059181,     -0.312487,      +0.9090910,      +0.8213600,      +9.5575104,    +10.703311,    +10.023714,     1,     6,     1,    375593, SR
        515668874314,    +268.4405095,     -36.6785221,      +1.7839178,      +1.7839178,      +1.7839178,     +0.340422,     +0.239727,      +0.9600000,      +0.6772790,     +14.1537895,    +14.534516,    +14.308700,     5,     1,     1,    451432, SR
        515669049424,    +267.9219822,     -36.2238383,      +3.2280485,      +3.2280485,      +3.2280485,     +0.151358,     +0.223351,      +0.7804880,      +0.6493880,     +13.8185692,    +14.268231,    +14.001528,     5,     1,     1,    238000, SR
        515526406663,    +270.4933337,     -28.3398667,      +3.9457122,     +27.5900034,     +28.5912959,     +1.203287,     +0.116371,      +0.8333330,      +0.7000000,     +10.8838921,    +11.698136,    +11.215192,     3,  9296,  1198,    497416, SR
        515526322916,    +270.5364445,     -28.5389337,     +13.2907843,     +11.2429358,     +11.9194108,     +1.110994,     +0.208353,      +0.8823530,      +0.7682820,     +10.8117399,    +11.823424,    +11.223374,     2,    15,     3,    290024, SR
        515526193429,    +271.1205102,     -29.0863111,     +20.3158534,     +15.5580493,     +15.5580493,     +0.630322,     +0.319318,      +1.0000000,      +0.9174230,     +10.2351160,    +11.409535,    +10.712964,     2,    13,     2,    305512, SR
        515494770273,    +270.2826678,     -27.2933236,      +0.2594691,     +22.9610025,     +16.4773531,     +0.689588,     +0.438064,      +1.0000000,      +0.8213600,  -9.9999999E008,    +11.749432, -9.999995E008,     1,   237,     3,    250524, SR
        515613989350,    +258.3311067,     -33.4069668,      +0.7723722,     +24.2532027,      +7.4958010,     +0.900322,     +0.111144,      +1.0000000,      +0.8681980,     +10.5970354,    +11.445097,    +10.942095,     1,    39,     3,AP52296118, SR
        515538961009,    +268.4729737,     -29.1540441,     +26.6335091,     +29.4173449,     +29.4173449,     +0.981938,     +0.549594,      +0.7619050,      +0.7463960,     +10.5406342,    +12.045666,    +11.153002,     4,   328,   264,    230044, SR
        515538961009,    +268.4729737,     -29.1540441,     +26.6335091,     +29.4173449,     +29.4173449,     +0.981938,     +0.549594,      +0.7619050,      +0.7463960,     +10.5406342,    +12.045666,    +11.153002,     4,   328,   264,    231508, SR
        515526527485,    +270.5129003,     -28.0831926,     +16.1559153,     +27.9348963,     +14.1427210,     +1.289766,     +0.290715,      +0.9333330,      +0.7823790,     +10.5475626,    +11.625422,    +10.986122,     2,    10,     6,    253115, SR
        515526345453,    +270.2956897,     -28.3699316,     +10.8267270,      +6.0058051,      +4.0034678,     +3.145031,     +0.169366,      +1.0000000,      +0.8901680,     +10.3819399,    +11.494640,    +10.834676,     1,    92,    11,    308591, SR
        515526345453,    +270.2956897,     -28.3699316,     +10.8267270,      +6.0058051,      +4.0034678,     +3.145031,     +0.169366,      +1.0000000,      +0.8901680,     +10.3819399,    +11.494640,    +10.834676,     1,    92,    11,    321653, SR
        515526073066,    +270.6224085,     -29.0859136,     +12.7746926,      +4.0037757,      +8.5470273,     +1.688418,     +0.224177,      +1.0000000,      +0.8681980,     +10.0059557,    +11.137122,    +10.466205,     2,    83,    11,    300425, SR
        515526073066,    +270.6224085,     -29.0859136,     +12.7746926,      +4.0037757,      +8.5470273,     +1.688418,     +0.224177,      +1.0000000,      +0.8681980,     +10.0059557,    +11.137122,    +10.466205,     2,    83,    11,    332434, SR
        515517412786,    +269.7621467,     -27.0814550,      +7.6986844,     +18.7552596,     +18.7552596,     +0.974662,     +0.422937,      +1.0000000,      +0.9174230,      +9.2207193,    +11.230642,    +10.038517,     3,   162,    57,    519335, SR
        515517328822,    +269.6683935,     -27.2132896,      +5.0156516,     +16.0468874,      +8.9984557,     +1.191996,     +0.379243,      +0.8500000,      +0.7512460,      +9.2965527,    +11.256607,    +10.094060,     1,   427,    51,    253487, SR
        515504523918,    +271.8514832,     -27.3090876,     +19.9222461,     +19.9222461,     +19.9222461,     +0.738076,     +0.335381,      +1.0000000,      +0.8901680,     +10.7473831,    +12.132039,    +11.310772,     4,   530,   410,    614609, SR
        515504312238,    +271.3378926,     -27.5054532,     +19.7112827,     +19.7094378,     +19.7096428,     +0.998859,     +0.388554,      +0.9000000,      +0.8346050,      +9.8770447,    +11.559829,    +10.561736,     3,    68,    11,    215716, SR
        515446181971,    +274.4346413,     -23.8978907,      +3.0027516,      +3.0083518,      +3.0083518,     +0.247066,     +0.783360,      +0.8679250,      +0.6736250,     +12.1176090,    +14.364696,    +13.031904,     4,  1380,   571,AP28086814, SR
        515436989511,    +267.1989726,     -22.5382852,     +10.6401728,      +8.5486002,     +19.1058032,     +1.066202,     +0.318007,      +0.9375000,      +0.7750000,      +9.6179981,    +11.102887,    +10.222170,     2,   825,   759,    514426, SR
        515857659231,    +179.7335323,     -60.4833391,     +15.5552564,     +27.5398603,     +28.5399268,     +0.308418,     +0.429894,      +0.8222220,      +0.6841640,     +10.7658224,    +12.332362,    +11.403216,     4,    23,     4,    308512, SR
        515555486574,    +260.9193899,     -29.2555062,     +11.9581658,      +3.6387120,      +6.4044002,     +0.565695,     +0.602635,      +0.8333330,      +0.8098080,      +9.7418184,    +11.624518,    +10.507852,     2,  1602,   634,AP28009472, SR
        515512676762,    +262.7501370,     -27.2163354,      +1.0407561,     +11.9779893,     +29.3291010,     +0.440640,     +0.751108,      +1.0000000,      +0.8901680,     +10.3561249,    +12.653204,    +11.290761,     2,   205,    82,    354589, SR
        515637769420,    +263.8286673,     -34.8600434,      +3.4896284,      +9.3037118,      +8.3013734,     +1.117757,     +0.600594,      +0.7560980,      +0.6905560,     +14.1294250,    +15.673574,    +14.757709,     1,   403,   127,AP27890845, SR
