,# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
10511,515611122376,266.9736743,-33.3200468,17.130689899999997,29.648246500000003,2.1253956,2.0507,0.052561000000000004,1.0,0.8346049999999999,10.6237431,11.611378,11.025592,1,2,2,266.97367,-33.32006,OSARG
10696,515527563441,267.8452796,-29.2261047,1.002944,24.775160600000003,12.1302545,2.116579,0.689504,1.0,0.8901680000000001,9.7345228,12.321799,10.787234,2,63,37,267.84525,-29.226059999999997,OSARG
10957,515500080860,264.1628414,-26.932748800000002,1.0002454,9.5764674,19.601155600000002,2.482554,0.052726999999999996,1.0,0.952492,10.425234800000002,11.411133,10.826377,2,63,2,264.16288,-26.93275,OSARG
11356,515457127400,265.9145151,-24.392156200000002,22.505527,16.5361081,4.4885196,2.029033,0.173278,1.0,0.8681979999999999,10.5018644,11.806242,11.032589999999999,1,7,1,265.91454,-24.392139999999998,OSARG
11592,515579388106,270.16366439999996,-30.8171282,5.0877628,18.900027800000004,6.2882788,2.920793,-0.012237,0.8461540000000001,0.799615,9.5596991,10.612653,9.988125,1,5,1,270.16367,-30.817109999999996,OSARG
11617,515526269554,270.4945335,-28.629672499999998,5.5042184,3.0002037999999995,12.6527258,2.078546,0.251371,0.791667,0.733712,10.7534552,11.711449,11.143244000000001,2,11,5,270.49454,-28.62967,OSARG
11954,515526577538,271.2905126,-28.3537127,26.586210499999996,23.173674600000002,20.096155800000002,2.057311,0.41621199999999997,1.0,0.917423,10.510726,11.803617,11.036778,3,90,61,271.2905,-28.353720000000003,OSARG
12179,515557586589,271.3229648,-30.993461600000003,10.2382146,1.2777450000000001,10.2380788,2.167941,0.18729300000000002,1.0,0.952492,10.1785078,11.358217,10.658508,2,10,1,271.32296,-30.993470000000002,OSARG
12186,515513753662,272.40902420000003,-27.877801799999997,14.615463199999999,27.7444753,13.4979084,2.270816,-999999500.0,0.9,0.8346049999999999,11.1149178,12.076728,11.506259,3,63,16,272.40904,-27.877809999999997,OSARG
12345,515482912011,272.24557539999995,-25.7748995,1.1633592,23.2670033,25.6621766,2.07465,0.254821,0.722222,0.7,10.9714136,11.852005,11.329709,2,420,313,272.24557999999996,-25.77489,OSARG
12583,515526250963,271.02450530000004,-28.926624199999996,1.0033975,16.3747391,2.0030483,3.020213,0.127344,1.0,0.917423,10.1970968,11.094876,10.562386,2,138,1,271.02454,-28.92656,OSARG
12676,515516715330,269.2591149,-28.307913199999998,7.7775469,25.305897199999997,24.242034399999998,2.429447,0.406114,1.0,0.952492,9.113561599999999,11.180086,9.95439,2,116,4,269.25912,-28.307920000000003,OSARG
13041,515526297321,270.3509044,-28.500477500000002,15.467248399999999,1.6429691000000002,28.5933852,2.083386,0.215998,0.791667,0.733712,10.5206528,11.608881,10.963431,4,9290,3179,270.35107999999997,-28.50047,OSARG
13244,515535710597,271.5752041,-29.1114717,4.198802,22.8370288,21.902241699999998,2.37578,-999999500.0,1.0,0.952492,10.4751005,11.737387,10.9887,3,41,1,271.57521,-29.11147,OSARG
13534,515549961886,267.3306874,-29.7233527,6.1889153,7.191706699999999,7.191897999999999,2.19873,-999999500.0,1.0,0.8681979999999999,9.3178186,12.384008,10.565391,2,87,36,267.33062,-29.723359999999996,OSARG
13541,515526286681,270.53546289999997,-28.6115338,23.509215700000002,4.9973824,17.316774600000002,2.459325,0.155351,0.909091,0.8213600000000001,10.4785442,11.574732000000001,10.924562,1,264,18,270.5355,-28.6115,OSARG
13623,515535941976,271.5500626,-28.7498391,2.0030002000000002,16.7970245,17.7363127,2.027542,0.199251,1.0,0.952492,10.6855755,11.654456,11.079794,2,82,12,271.55008,-28.74983,OSARG
13951,515483348810,272.4062604,-25.0288708,2.2799412,14.466465,25.6620555,2.240036,0.17233099999999998,0.896552,0.717126,9.3406315,10.970111,10.003634,1,420,278,272.40625,-25.02883,OSARG
13997,515535861287,271.4917725,-28.8406435,29.7473653,0.1230637,29.004935800000002,2.255777,0.125155,0.8888889999999999,0.85,10.532093,11.772238,11.036683,4,195,9,271.49179,-28.840640000000004,OSARG
14055,515516640112,269.2651947,-28.4627137,28.499007799999998,1.5126117000000001,26.822959,2.3794,0.471871,0.9375,0.775,9.737111099999998,11.583574,10.4884,4,337,73,269.26521,-28.46272,OSARG
14087,515526316778,270.4319163,-28.498680199999995,22.2623126,24.0786726,3.00047,2.159148,0.167327,0.75,0.7200840000000001,10.655011199999999,11.682491,11.073072,1,33,5,270.43192,-28.498690000000003,OSARG
14089,515538990368,268.64386160000004,-29.188254600000004,3.4275417,12.6638504,5.8550669,2.472346,0.29840900000000004,0.8888889999999999,0.85,10.3883314,11.779931,10.954546,2,11,2,268.64387,-29.18825,OSARG
14233,515548504690,269.8244803,-29.798382300000004,1.0029881999999999,17.089849899999997,24.1131558,2.001477,0.130927,0.875,0.8681979999999999,10.8976326,11.898008,11.304666000000001,1,536,334,269.82454,-29.79836,OSARG
14432,515526315183,270.5240244,-28.5464077,18.343729500000002,24.079056100000003,24.079056100000003,2.446856,0.275481,0.925926,0.723205,10.857111900000001,11.839751,11.256928,3,1285,755,270.52404,-28.54642,OSARG
14434,515526412497,270.38596010000003,-28.276913500000003,28.198588,28.5922642,22.7761984,2.521436,0.060672000000000004,0.84,0.73,10.4893875,11.582301,10.934072,2,61,16,270.38596,-28.27689,OSARG
14449,515548715414,270.2472807,-29.591180100000003,19.277722100000002,10.2145581,10.214694699999999,4.531268,0.11648399999999999,0.875,0.8681979999999999,10.182073599999999,11.334201,10.650851,3,3,1,270.24737000000005,-29.591079999999998,OSARG
14463,515549680068,267.27114900000004,-30.415792800000002,17.0409187,11.8950751,19.7115859,2.0532310000000003,1.0450409999999999,1.0,0.799615,9.8700151,12.067103,10.763967,1,316,258,267.27117000000004,-30.41583,OSARG
14474,515548500804,269.8262666,-29.808735600000002,1.7991648999999998,23.3170042,22.658904999999997,2.981243,0.111147,0.923077,0.799615,10.813144699999999,11.761318,11.198936999999999,2,42,20,269.82629,-29.80872,OSARG
14681,515578949072,269.7348318,-31.497263,8.9744491,18.8997546,3.0739842,2.238522,-0.021951,1.0,0.8681979999999999,10.7189054,11.450219,11.016461999999999,1,2,1,269.73488,-31.49728,OSARG
14725,515526051559,270.0087103,-28.8282593,11.0458588,22.477085,18.894551,2.541808,0.0494,1.0,0.917423,10.5247259,11.212307000000001,10.804489,2,21,2,270.00879,-28.82828,OSARG
14797,515578960693,269.7447922,-31.4757365,21.436591699999997,7.768142500000001,27.461030100000002,2.187903,-0.550897,1.0,0.917423,10.645775800000001,11.370348,10.94059,2,49,18,269.74478999999997,-31.475720000000003,OSARG
14805,515526294391,270.4180911,-28.537988199999997,17.3101465,3.0004958,4.0031358,2.078394,0.184919,0.769231,0.7265050000000001,10.442701300000001,11.625546,10.923978,1,61,7,270.41812000000004,-28.538,OSARG
14932,515482879118,272.0867664,-25.7496745,9.241224,0.39975109999999997,0.9974624,2.012482,0.216698,0.9,0.751246,10.4385719,11.914809,11.039224,1,5,1,272.08675,-25.749670000000002,OSARG
14994,515579027545,269.83468439999996,-31.3808005,8.9201253,24.233223100000004,23.4158935,2.552928,0.172853,0.8888889999999999,0.85,10.418707800000002,11.473191,10.847756,2,88,4,269.83471000000003,-31.380809999999997,OSARG
15184,515526121842,270.3568953,-28.855855100000003,1.0030523999999998,20.9520594,18.0833047,2.238475,0.233842,1.0,0.917423,9.3951969,10.904082,10.009132000000001,2,26,7,270.35692,-28.855859999999996,OSARG
15310,515559391528,267.6686879,-30.216764899999998,14.909269,3.590475,19.6593471,2.07376,0.060688,0.782609,0.737663,10.5352364,11.476078,10.918046,1,77,48,267.66857999999996,-30.21661,OSARG
15342,515549016526,269.9912421,-28.867515500000003,20.501496300000003,23.031121300000002,25.165194600000003,2.388923,0.15317,0.9,0.8346049999999999,9.5939064,10.736918,10.058975,3,43,21,269.99138,-28.86747,OSARG
15486,515526437641,270.5206126,-28.286210399999998,3.4244801,28.5929447,11.7231355,2.01458,0.066854,0.730769,0.7265050000000001,10.6602602,11.455662,10.983893,3,13,2,270.52079,-28.28625,OSARG
15722,515516773391,269.4327051,-28.2815603,25.4640941,22.846270800000003,12.0436561,2.049269,0.244024,1.0,0.8346049999999999,9.5251179,11.252901,10.228119,3,28,12,269.43275,-28.28153,OSARG
15785,515578937775,269.7091603,-31.507974,11.006525,9.1950724,7.2452098,2.111654,0.003922999999999999,1.0,0.85,10.7561531,11.434113,11.032002,1,7,1,269.70917000000003,-31.50797,OSARG
15797,515517062355,269.98075289999997,-27.935547200000002,7.122291099999999,5.4062077,9.132635,2.984959,0.267475,1.0,0.917423,9.6519203,11.351128,10.343294,1,7,1,269.98075,-27.93553,OSARG
15917,515482716889,272.0956687,-26.026556600000003,0.9980705,4.0031292,2.0005214,2.020722,0.098441,0.777778,0.7621319999999999,10.4578819,11.759419,10.987452000000001,3,14,2,272.09567000000004,-26.02656,OSARG
16007,515526415054,270.7172956,-28.4333993,29.028847,21.3241762,24.7445715,2.0091759999999996,0.120316,0.791667,0.733712,10.756013900000001,11.575387,11.0894,1,68,34,270.71729,-28.433390000000003,OSARG
16012,515539530270,269.1756732,-28.4225501,27.287993100000005,12.9776379,12.9776379,2.388439,0.43287700000000007,0.833333,0.809808,9.8909521,11.544899000000001,10.56391,4,15,2,269.17571,-28.42253,OSARG
16023,515526352963,270.63759300000004,-28.522203499999996,17.033289,4.003314,4.003314,2.0514330000000003,0.24029499999999998,0.9285709999999999,0.790535,10.6685877,11.636873,11.062564,2,99,7,270.63762,-28.522190000000002,OSARG
16049,515578988584,269.82341410000004,-31.455227100000002,0.0240345,29.5608025,12.105494,2.02522,0.042523000000000005,1.0,0.917423,10.3160763,11.474074,10.787243,1,8,2,269.82346,-31.45522,OSARG
16122,515482605721,272.57516949999996,-26.4513271,10.7850288,14.7335152,27.164169899999997,2.020147,0.270756,0.875,0.8681979999999999,9.939280499999999,11.48883,10.569761,3,28,15,272.57517,-26.45133,OSARG
16207,515621450150,268.0891457,-33.8695597,1.0028813,27.325779700000002,9.095614,2.0350639999999998,0.12796400000000002,1.0,0.8901680000000001,10.550166099999998,11.557782000000001,10.960144999999999,1,63,4,268.08917,-33.86956,OSARG
16222,515504586249,271.9427165,-27.217582699999998,24.2824478,25.9257688,26.4424745,2.4698029999999997,0.167126,1.0,0.952492,10.1293907,11.506217,10.689594,4,27,4,271.94275,-27.21753,OSARG
16258,515504396608,271.2925323,-27.3077577,3.1152363999999997,24.7461764,7.088705099999999,3.4461809999999997,0.192636,0.85,0.751246,10.5420771,11.937613,11.109893,1,97,3,271.29254,-27.30775,OSARG
16338,515526282840,270.5737796,-28.640316499999997,21.8457848,25.0796557,24.078594,2.410965,0.203509,0.857143,0.7200840000000001,10.7578344,11.712209,11.146151,2,1286,900,270.57379,-28.640309999999996,OSARG
16526,515494998621,270.3080022,-26.860493599999998,10.2183451,23.9834343,21.145479100000003,2.043891,-999999500.0,0.7241380000000001,0.717126,-999999990.0,-999999500.0,10.943446,2,24,12,270.30804,-26.8605,OSARG
16542,515578954451,269.8202329,-31.526390600000003,1.9839986,19.236959699999996,22.9741341,2.14038,0.031118,1.0,0.952492,10.533927,11.403644,10.887797,2,146,97,269.82025,-31.526390000000003,OSARG
16639,515539081309,268.6248256,-29.0181662,9.5430395,1.162156,1.162156,2.782088,0.317902,0.8,0.751246,10.50527,11.875579,11.062821000000001,2,8,6,268.62483,-29.01817,OSARG
16752,515526338532,270.4968192,-28.4904735,22.2621692,26.273442499999998,26.273249699999997,2.1417200000000003,-0.202377,0.789474,0.756474,10.890049000000001,11.702095,11.220454,3,812,730,270.497,-28.490470000000002,OSARG
16755,515526308345,270.62602400000003,-28.6112618,29.4924338,4.0030356,4.0030356,2.050847,0.26500999999999997,0.916667,0.809808,10.462953599999999,11.673245,10.955397999999999,2,36,4,270.62604,-28.611279999999997,OSARG
16758,515535776716,271.4120601,-28.9293257,3.8424577000000006,5.3342665,6.0222050000000005,2.484523,0.07903400000000001,1.0,0.952492,10.4041853,11.64585,10.909394,1,23,5,271.41204,-28.92933,OSARG
16810,515588241734,270.89338169999996,-32.0223967,5.9079702,1.0892063,16.9957814,2.035788,-0.061385,1.0,0.85,10.9154339,11.523903,11.163008,2,78,1,270.89338,-32.02239,OSARG
16911,515526388862,270.61199439999996,-28.435097100000004,6.9758819,28.592860899999998,0.6399951,2.4013619999999998,0.25478,0.833333,0.714317,10.7980213,11.746839,11.184076,1,3,2,270.612,-28.435109999999998,OSARG
17020,515535726288,271.699604,-29.1453446,10.1875276,18.984419,24.1272462,2.164762,0.10948699999999999,1.0,0.917423,10.5907345,11.817343,11.089817,1,50,3,271.69962999999996,-29.14531,OSARG
17056,515535796047,271.4312017,-28.908607899999996,2.0029746999999998,11.2016335,14.5846236,2.143398,0.108306,1.0,0.952492,10.520112,11.769618,11.028511,1,12,1,271.43125,-28.908609999999996,OSARG
17057,515579077038,269.89771060000004,-31.3150577,16.825293,0.2017898,24.414974899999997,2.463867,0.192363,1.0,0.8681979999999999,10.5617666,11.534091,10.957386,1,108,83,269.89775,-31.31508,OSARG
17075,515535806411,271.4572091,-28.9047153,15.620416199999998,29.7727501,15.318784299999999,2.435027,0.020845,1.0,0.775,10.211179699999999,11.566745,10.762732000000002,4,21,4,271.45729,-28.90464,OSARG
17130,515579082091,270.08923010000007,-31.3936001,17.9248798,9.9688924,17.901106100000003,3.6431620000000002,0.253896,1.0,0.952492,10.640953999999999,11.603548,11.032615,3,14,2,270.08925,-31.39361,OSARG
17253,515526257140,270.25360710000007,-28.533911,4.5342229000000005,26.8258707,6.1355412000000005,2.037829,0.11287,1.0,0.8213600000000001,10.1938152,11.503235,10.726592,2,9,2,270.25362,-28.533920000000002,OSARG
17281,515495025778,270.29795989999997,-26.8049852,28.6841461,20.7314319,21.733448000000003,2.5613759999999997,0.25903699999999996,1.0,0.917423,10.2694502,11.868775999999999,10.920183999999999,4,149,65,270.29804,-26.80497,OSARG
17298,515526327082,270.33230380000003,-28.4261972,9.6413354,7.0929825,4.003295,2.269199,0.160754,0.71875,0.7090989999999999,10.5961075,11.605671000000001,11.006879,1,98,7,270.3325,-28.42622,OSARG
17310,515526276334,270.6097875,-28.6698985,12.806244699999999,28.593217600000003,3.0004169999999997,2.045264,0.24201199999999998,0.8636360000000001,0.741881,10.6538477,11.800517999999999,11.120405,2,24,2,270.60992000000005,-28.669859999999996,OSARG
17450,515526277932,270.2346526,-28.484204499999997,12.8063101,3.0002376,3.0005509999999997,2.0093330000000003,0.204494,0.923077,0.799615,10.585833500000001,11.650574,11.019055,2,50,12,270.23467,-28.48419,OSARG
17455,515526379638,270.7607665,-28.528895199999997,8.2191748,0.5024004,4.0033348,2.033713,0.140415,0.757576,0.70667,10.567483900000001,11.468674,10.93416,2,99,16,270.76079,-28.528890000000004,OSARG
17495,515579069726,269.8911602,-31.325112,0.5377419,15.0715725,7.1917228,2.0106759999999997,-999999500.0,0.8461540000000001,0.799615,10.6540422,11.589717,11.03475,3,54,5,269.89117000000005,-31.32511,OSARG
17536,515482879534,272.0833378,-25.7465265,27.291542,0.9969471999999999,28.663658299999998,2.14098,-999999500.0,0.923077,0.799615,-999999990.0,-999999500.0,10.994518,2,251,211,272.08333,-25.74653,OSARG
17547,515624623012,265.6960896,-34.03561989999999,14.275606,19.1711853,5.4594349,2.0811439999999997,0.205389,1.0,0.952492,10.089215300000001,11.428756,10.634248,1,1,1,265.69604,-34.03564,OSARG
17548,515526291180,270.2759132,-28.4742642,1.753844,3.0001522,4.003201,2.123179,0.21653699999999998,0.789474,0.756474,10.6548996,11.62888,11.051193,1,83,4,270.27592000000004,-28.47428,OSARG
17554,515526316643,270.37883910000005,-28.4713575,12.274213,23.261513,26.2731689,2.967723,0.197684,0.8,0.751246,11.1277905,11.624665,11.329958999999999,3,812,718,270.37883,-28.471359999999997,OSARG
17563,515579046410,269.8654807,-31.3575851,0.024125599999999997,16.8282068,27.7394517,3.818251,0.227019,0.916667,0.809808,10.734158500000001,11.647363,11.105723,2,70,47,269.8655,-31.35758,OSARG
17626,515526300738,270.78675469999996,-28.7107506,27.937480199999996,13.5121242,19.849908300000003,2.224645,0.20238599999999998,1.0,0.952492,10.4425716,11.554860000000001,10.89514,1,30,1,270.78675,-28.71075,OSARG
17672,515569934991,268.76719760000003,-31.3798542,29.576496399999996,8.252570599999999,15.046263699999999,2.49612,0.214712,1.0,0.917423,9.7520571,10.860261999999999,10.202964,3,1756,802,268.76721000000003,-31.37983,OSARG
17726,515543648871,262.0431127,-29.694482899999997,0.4888664000000001,0.25654520000000003,24.835780399999997,2.212519,0.28493,1.0,0.8346049999999999,9.950797099999999,11.354346000000001,10.521873,2,91,9,262.04312000000004,-29.69458,OSARG
