aperMag3,aperMag3Err,filterID,flag,mjd,ppErrBits,sourceID
15.221942901611328,0.010913548059761524,1,0,55788.19103385077,16,515631069244
14.782418251037598,0.009441673755645752,2,0,55788.18754653931,16,515631069244
14.217063903808594,0.007542542181909084,3,0,55422.17196712494,16,515631069244
13.53711986541748,0.007235938683152199,4,0,55422.16241075728,16,515631069244
13.258586883544922,0.00822125282138586,5,0,55422.16551134321,16,515631069244
13.264058113098145,0.008129517547786236,5,0,55791.06712506612,16,515631069244
13.252524375915527,0.008952896110713482,5,0,55806.08234980371,16,515631069244
13.196699142456055,0.008604582399129868,5,0,55819.05448334482,16,515631069244
13.21196460723877,0.007416355423629284,5,0,55822.077814128665,16,515631069244
13.1553316116333,0.0076795704662799835,5,0,55844.038685001266,16,515631069244
13.197880744934082,0.00800256710499525,5,0,56003.311253505286,16,515631069244
13.288050651550293,0.008122400380671024,5,0,56005.360530598955,16,515631069244
13.245558738708496,0.007953132502734661,5,0,56080.323054440814,16,515631069244
13.224547386169434,0.008170354180037975,5,0,56085.23852450053,16,515631069244
13.248700141906738,0.007460853084921837,5,0,56089.31541235182,16,515631069244
13.231689453125,0.007837897166609764,5,0,56095.18789111244,16,515631069244
13.29622745513916,0.008277731947600842,5,0,56096.142056571116,16,515631069244
13.201417922973633,0.008558300323784351,5,0,56113.00718752543,16,515631069244
13.20234489440918,0.00803495105355978,5,0,56114.22776362101,16,515631069244
13.221126556396484,0.008315038867294788,5,0,56122.21199150085,16,515631069244
13.1709566116333,0.008325370028614998,5,0,56123.156134372286,16,515631069244
13.187323570251465,0.00922077801078558,5,0,56128.18683367835,16,515631069244
13.247723579406738,0.007780700922012329,5,0,56129.19704524146,16,515631069244
13.297798156738281,0.008634421974420547,5,0,56130.15522524516,16,515631069244
13.298452377319336,0.00862673856317997,5,0,56130.98732333713,16,515631069244
13.235136032104492,0.007813496515154839,5,0,56140.17032442093,16,515631069244
13.349288940429688,0.008252328261733055,5,0,56141.02962608072,16,515631069244
13.234088897705078,0.009650463238358498,5,0,56144.11998499764,16,515631069244
13.296862602233887,0.007905076257884502,5,0,56148.09286731084,16,515631069244
13.35496997833252,0.008584382012486458,5,0,56153.98860727946,16,515631069244
13.11669921875,0.008700311183929443,5,0,56157.143109734854,16,515631069244
13.235450744628906,0.008914225734770298,5,0,56168.142507012686,16,515631069244
13.254027366638184,0.00787163432687521,5,0,56169.1121489101,16,515631069244
13.248427391052246,0.007743916008621454,5,0,56182.06552994516,16,515631069244
13.268762588500977,0.008155599236488342,5,0,56182.996947479245,16,515631069244
13.231697082519531,0.0075353230349719524,5,0,56195.00571388271,16,515631069244
13.241899490356445,0.008355200290679932,5,0,56195.993016815184,16,515631069244
13.108292579650879,0.008840210735797882,5,0,56197.067268975574,16,515631069244
13.086746215820312,0.00812594685703516,5,0,56213.021246364384,16,515631069244
13.208815574645996,0.0076766652055084705,5,0,56370.34886298709,16,515631069244
13.292350769042969,0.007912607863545418,5,0,56375.3645313263,16,515631069244
13.28714370727539,0.007938488386571407,5,0,56376.40222761366,16,515631069244
13.345653533935547,0.008899521082639694,5,0,56377.352400970456,16,515631069244
13.258090019226074,0.008072825148701668,5,0,56378.320727454295,16,515631069244
13.129244804382324,0.00948296021670103,5,0,56469.259130774604,16,515631069244
13.40707015991211,0.008702397346496582,5,0,56476.07802738614,16,515631069244
13.356409072875977,0.008251099847257137,5,0,56477.05254476865,16,515631069244
13.389945983886719,0.008574039675295353,5,0,56477.101309098136,16,515631069244
13.300431251525879,0.008571610786020756,5,0,56477.1924167845,16,515631069244
13.266438484191895,0.009155523963272572,5,0,56479.021886494425,16,515631069244
13.354351997375488,0.0090840645134449,5,0,56479.082023562325,16,515631069244
13.206812858581543,0.009105566889047623,5,0,56479.17516472075,16,515631069244
13.149770736694336,0.010113890282809734,5,0,56479.26959260305,16,515631069244
13.372613906860352,0.008573274128139019,5,0,56480.11310129166,16,515631069244
13.287259101867676,0.008070997893810272,5,0,56480.17416760127,16,515631069244
13.405383110046387,0.008799495175480843,5,0,56485.05907751189,16,515631069244
13.391402244567871,0.008793062530457973,5,0,56487.0600083934,16,515631069244
13.230596542358398,0.009282439947128296,5,0,56498.208669132655,16,515631069244
13.32672119140625,0.00974092073738575,5,0,56501.001689327924,16,515631069244
13.290985107421875,0.009090776555240154,5,0,56508.07768358124,16,515631069244
13.234508514404297,0.008545386604964733,5,0,56531.00383080973,16,515631069244
13.151451110839844,0.007843689993023872,5,0,56557.03690920141,16,515631069244
13.200517654418945,0.008264283649623394,5,0,56558.10069997575,16,515631069244
