aperMag3,aperMag3Err,filterID,flag,mjd,ppErrBits,sourceID
14.856945991516113,0.012574163265526295,1,0,55433.16950156954,16,515559013208
12.82940673828125,0.003479268401861191,2,0,55433.165641593936,16,515559013208
11.119161605834961,0.0014898113440722227,3,0,55437.14531112247,16,515559013208
10.940807342529297,0.0021638127509504557,4,0,55437.13883882099,16,515559013208
10.270620346069336,0.001615977380424738,5,0,55437.1421169493,16,515559013208
10.166339874267578,0.0015432375948876143,5,0,55699.31365367042,16,515559013208
9.57017993927002,0.001222458085976541,5,0,55791.196238305834,16,515559013208
10.389172554016113,0.0018432855140417814,5,0,55820.08843542205,16,515559013208
10.34069538116455,0.0017220739973708987,5,0,55826.0382458104,16,515559013208
9.957450866699219,0.0013133033644407988,5,0,55826.100940704346,16,515559013208
10.309582710266113,0.0017351213609799743,5,0,55840.06375421948,16,515559013208
10.337846755981445,0.001760929124429822,5,0,55841.060086117854,16,515559013208
10.031647682189941,0.0015325101558119059,5,0,55856.02043732537,16,515559013208
10.333197593688965,0.0017296941950917244,5,0,55857.00671968195,16,515559013208
10.132820129394531,0.0015302078099921346,5,0,55992.38137283325,16,515559013208
10.308218955993652,0.0017654390539973974,5,0,56012.3347208235,16,515559013208
10.430575370788574,0.001861805678345263,5,0,56086.13895315594,16,515559013208
10.167520523071289,0.0016001005424186587,5,0,56095.25118149651,16,515559013208
10.141050338745117,0.0015209497651085258,5,0,56104.05595198737,16,515559013208
10.15860652923584,0.0014787663239985704,5,0,56113.17348304325,16,515559013208
10.230655670166016,0.001585915219038725,5,0,56115.16772295634,16,515559013208
10.247366905212402,0.0015876771649345756,5,0,56116.21272464329,16,515559013208
10.452439308166504,0.001901879906654358,5,0,56123.173048411474,16,515559013208
10.044854164123535,0.0013888741377741098,5,0,56127.26423047383,16,515559013208
10.031155586242676,0.0013806881615892053,5,0,56130.06554528872,144,515559013208
10.243070602416992,0.0015780224930495024,5,0,56131.03125112057,16,515559013208
10.092907905578613,0.001536439172923565,5,0,56135.11213871638,16,515559013208
10.272202491760254,0.0015942591708153486,5,0,56140.99938540989,16,515559013208
9.950713157653809,0.0013398732990026474,5,0,56143.97165662977,16,515559013208
9.320487022399902,0.000906946137547493,5,0,56144.18675405714,16,515559013208
9.830693244934082,0.001204495900310576,5,0,56157.00079468042,16,515559013208
9.881119728088379,0.0012499226722866297,5,0,56158.049326843684,16,515559013208
9.996395111083984,0.0013566806446760893,5,0,56168.11389739778,144,515559013208
10.517311096191406,0.002016416983678937,5,0,56170.050347359975,16,515559013208
9.679366111755371,0.0010879639303311706,5,0,56172.12881007724,16,515559013208
10.351143836975098,0.0017444915138185024,5,0,56182.08335094982,16,515559013208
10.102006912231445,0.001445503206923604,5,0,56183.01564331982,16,515559013208
9.597369194030762,0.0010405664797872305,5,0,56364.31703410678,16,515559013208
9.931102752685547,0.001265465747565031,5,0,56366.34500293732,16,515559013208
10.101067543029785,0.0014374542515724897,5,0,56368.323315959504,16,515559013208
10.094093322753906,0.0014301700284704566,5,0,56373.30275060866,16,515559013208
9.981467247009277,0.0012975437566637993,5,0,56375.29287179311,16,515559013208
10.009115219116211,0.0013564195251092315,5,0,56378.275982496474,16,515559013208
10.00003433227539,0.0013251996133476496,5,0,56486.08344459004,16,515559013208
9.411117553710938,0.0009543243213556707,5,0,56507.9760494656,16,515559013208
10.103537559509277,0.001451381715014577,5,0,56509.21744247013,16,515559013208
10.217046737670898,0.0015909477369859815,5,0,56511.09635798136,16,515559013208
10.68764877319336,0.0023236609995365143,5,0,56523.095035542385,16,515559013208
10.100775718688965,0.0014579675626009703,5,0,56523.16786431207,16,515559013208
9.484628677368164,0.001025245524942875,5,0,56551.11738137139,16,515559013208
10.224930763244629,0.001623268355615437,5,0,56559.991079966225,16,515559013208
10.520638465881348,0.0020393459126353264,5,0,56560.99745483398,16,515559013208
